Measurement,Well,Group,Time,OCR,ECAR,PPR,Cell Number
1,A01,Background,1.35,0,0,0,
1,A02,Unassigned,1.35,55.88,11.1,19.74,
1,A03,Unassigned,1.35,59.53,10.48,18.64,
1,A04,Unassigned,1.35,40.2,18,32.01,
1,A05,Unassigned,1.35,67.81,5.14,9.14,
1,A06,Unassigned,1.35,72.06,-2.9,-5.15,
1,A07,Unassigned,1.35,59.07,8.75,15.57,
1,A08,Unassigned,1.35,60.7,26.74,47.56,
1,A09,Unassigned,1.35,67.09,12.51,22.25,
1,A10,Unassigned,1.35,53.56,-8.29,-14.74,
1,A11,Unassigned,1.35,63.73,11.7,20.81,
1,A12,Background,1.35,0,0,0,
1,B01,Background,1.35,0,0,0,
1,B02,Unassigned,1.35,62.83,-2.31,-4.1,
1,B03,FROZEN (1 MONTH) PBMCS,1.35,76.04,22.06,39.23,5
1,B04,FROZEN (1 MONTH) PBMCS,1.35,61.73,22.34,39.74,5
1,B05,FROZEN (1 MONTH) PBMCS,1.35,61.63,22.95,40.82,5
1,B06,FROZEN (1 MONTH) PBMCS,1.35,60.68,25.83,45.94,5
1,B07,Unassigned,1.35,52.59,-3.8,-6.75,
1,B08,Unassigned,1.35,45.14,-0.94,-1.67,
1,B09,Unassigned,1.35,37.91,-7.66,-13.62,
1,B10,Unassigned,1.35,45.96,18.59,33.06,
1,B11,Unassigned,1.35,43.51,5.99,10.65,
1,B12,Background,1.35,0,0,0,
1,C01,Background,1.35,0,0,0,
1,C02,Unassigned,1.35,43.08,-2.41,-4.29,
1,C03,FROZEN (1 MONTH) PBMCS,1.35,75.91,29.86,53.1,5
1,C04,FROZEN (1 MONTH) PBMCS,1.35,67.06,30.77,54.72,5
1,C05,FROZEN (1 MONTH) PBMCS,1.35,83.21,28.57,50.82,5
1,C06,FROZEN (1 MONTH) PBMCS,1.35,72.47,27.94,49.68,5
1,C07,Unassigned,1.35,20.72,-3.17,-5.64,
1,C08,Unassigned,1.35,25.52,-2.49,-4.44,
1,C09,Unassigned,1.35,24.64,-3.86,-6.86,
1,C10,Unassigned,1.35,34.06,-2.37,-4.21,
1,C11,Unassigned,1.35,25.87,-4.27,-7.6,
1,C12,Background,1.35,0,0,0,
1,D01,Background,1.35,0,0,0,
1,D02,Unassigned,1.35,19.86,-4.47,-7.95,
1,D03,FROZEN (1 MONTH) PBMCS,1.35,69.73,29.11,51.77,
1,D04,FROZEN (1 MONTH) PBMCS,1.35,74.81,33.11,58.88,5
1,D05,Unassigned,1.35,20.15,-3.24,-5.77,5
1,D06,Unassigned,1.35,22.14,-4.51,-8.02,
1,D07,Unassigned,1.35,22.2,-4.59,-8.16,
1,D08,Unassigned,1.35,19.53,-2.86,-5.08,
1,D09,Unassigned,1.35,21.73,-5,-8.89,
1,D10,Unassigned,1.35,29.06,-3.29,-5.85,
1,D11,Unassigned,1.35,24.61,-3.62,-6.44,
1,D12,Background,1.35,0,0,0,
1,E01,Background,1.35,0,0,0,
1,E02,Unassigned,1.35,19.63,-4.46,-7.94,
1,E03,Unassigned,1.35,21.16,-4.47,-7.94,
1,E04,Unassigned,1.35,17.47,-2.05,-3.64,
1,E05,Unassigned,1.35,20.44,-2.7,-4.81,
1,E06,Unassigned,1.35,23.77,-3.87,-6.89,
1,E07,Unassigned,1.35,20.76,-3.12,-5.56,
1,E08,Unassigned,1.35,21.11,-3.07,-5.46,
1,E09,Unassigned,1.35,21.67,-4.43,-7.88,
1,E10,Unassigned,1.35,27.57,-3.36,-5.97,
1,E11,Unassigned,1.35,23.02,-2.14,-3.8,
1,E12,Background,1.35,0,0,0,
1,F01,Background,1.35,0,0,0,
1,F02,Unassigned,1.35,21.23,-3.53,-6.28,
1,F03,Unassigned,1.35,15.97,-3.4,-6.05,
1,F04,Unassigned,1.35,15.4,-3.37,-5.99,
1,F05,Unassigned,1.35,19.46,-2.73,-4.85,
1,F06,Unassigned,1.35,23.08,-3.25,-5.79,
1,F07,Unassigned,1.35,46.09,-5.86,-10.42,
1,F08,Unassigned,1.35,15.81,-0.01,-0.01,
1,F09,Unassigned,1.35,25.2,-3.53,-6.27,
1,F10,Unassigned,1.35,23.37,-2.13,-3.78,
1,F11,Unassigned,1.35,21.51,-4.67,-8.31,
1,F12,Background,1.35,0,0,0,
1,G01,Background,1.35,0,0,0,
1,G02,Unassigned,1.35,15.03,-2.04,-3.64,
1,G03,Unassigned,1.35,22.39,-3.76,-6.68,
1,G04,Unassigned,1.35,20.68,-0.61,-1.09,
1,G05,Unassigned,1.35,19.16,-4.57,-8.12,
1,G06,Unassigned,1.35,24.82,-3.81,-6.78,
1,G07,Unassigned,1.35,25,-3.07,-5.45,
1,G08,Unassigned,1.35,16.57,0.81,1.43,
1,G09,Unassigned,1.35,24.86,-3.9,-6.93,
1,G10,Unassigned,1.35,24.92,-4.12,-7.33,
1,G11,Unassigned,1.35,12.15,7.13,12.69,
1,G12,Background,1.35,0,0,0,
1,H01,Background,1.35,0,0,0,
1,H02,Unassigned,1.35,63.05,2.45,4.36,
1,H03,Unassigned,1.35,57.36,-0.83,-1.47,
1,H04,Unassigned,1.35,48.94,4.62,8.22,
1,H05,Unassigned,1.35,37.78,-3.92,-6.97,
1,H06,Unassigned,1.35,54.1,7.64,13.59,
1,H07,Unassigned,1.35,58.93,-10.44,-18.57,
1,H08,Unassigned,1.35,57.14,9.76,17.35,
1,H09,Unassigned,1.35,75.29,4.44,7.9,
1,H10,Unassigned,1.35,48.17,9.03,16.05,
1,H11,Unassigned,1.35,55.95,10.63,18.91,
1,H12,Background,1.35,0,0,0,
2,A01,Background,8.25,0,0,0,
2,A02,Unassigned,8.25,61.47,5.05,8.99,
2,A03,Unassigned,8.25,53.34,-3.39,-6.03,
2,A04,Unassigned,8.25,52.32,3.47,6.17,
2,A05,Unassigned,8.25,67.5,-0.33,-0.59,
2,A06,Unassigned,8.25,53.01,5.82,10.36,
