Measurement,Well,Group,Time,OCR,ECAR,PPR,Cell Number
1,A01,Background,1.35,0.00,0.00,0.00,
1,A02,Background,1.35,0.00,0.00,0.00,
1,A03,Background,1.35,0.00,0.00,0.00,
1,A04,Background,1.35,0.00,0.00,0.00,
1,A05,Background,1.35,0.00,0.00,0.00,
1,A06,Background,1.35,0.00,0.00,0.00,
1,A07,Background,1.35,0.00,0.00,0.00,
1,A08,Background,1.35,0.00,0.00,0.00,
1,A09,Background,1.35,0.00,0.00,0.00,
1,A10,Background,1.35,0.00,0.00,0.00,
1,A11,Background,1.35,0.00,0.00,0.00,
1,A12,Background,1.35,0.00,0.00,0.00,
1,B01,Background,1.35,0.00,0.00,0.00,
1,B02,L_PBMC,1.35,21.35,30.64,54.49,7.00
1,B03,T2D_PBMC,1.35,43.69,38.30,68.12,7.00
1,B04,L_T,1.35,20.50,3.82,6.79,7.00
1,B05,T2D_CD4,1.35,27.76,7.34,13.06,7.00
1,B06,L_8T,1.35,7.71,2.09,3.72,3.59
1,B07,L_T40,1.35,53.24,87.74,156.03,1.93
1,B08,L_T40,1.35,54.34,94.24,167.60,1.93
1,B09,L_T40,1.35,50.57,81.53,144.99,1.82
1,B10,Unassigned,1.35,-14.18,-0.15,-0.27,
1,B11,Unassigned,1.35,-9.53,-0.88,-1.57,
1,B12,Background,1.35,0.00,0.00,0.00,
1,C01,Background,1.35,0.00,0.00,0.00,
1,C02,L_PBMC,1.35,54.18,34.02,60.50,7.00
1,C03,T2D_PBMC,1.35,76.70,46.93,83.47,7.00
1,C04,Unassigned,1.35,-8.45,2.36,4.20,
1,C05,Unassigned,1.35,-9.02,2.22,3.95,
1,C06,Unassigned,1.35,-11.32,1.90,3.38,
1,C07,T2D_T40,1.35,28.93,51.83,92.18,1.89
1,C08,T2D_T40,1.35,28.94,61.16,108.76,1.89
1,C09,Unassigned,1.35,-7.86,0.37,0.65,
1,C10,Unassigned,1.35,-16.60,0.87,1.55,
1,C11,Unassigned,1.35,-19.12,0.66,1.18,
1,C12,Background,1.35,0.00,0.00,0.00,
1,D01,Background,1.35,0.00,0.00,0.00,
1,D02,L_PBMC,1.35,59.52,38.41,68.30,7.00
1,D03,T2D_PBMC,1.35,86.27,50.89,90.50,7.00
1,D04,Unassigned,1.35,4.54,1.67,2.96,
1,D05,Unassigned,1.35,1.64,0.99,1.76,
1,D06,Unassigned,1.35,-9.84,1.50,2.67,
1,D07,L_E40,1.35,59.23,84.07,149.50,1.91
1,D08,L_E40,1.35,57.22,95.86,170.48,1.91
1,D09,L_E40,1.35,52.26,75.10,133.56,1.91
1,D10,Unassigned,1.35,5.46,0.24,0.42,
1,D11,Unassigned,1.35,-11.53,-0.24,-0.43,
1,D12,Background,1.35,0.00,0.00,0.00,
1,E01,Background,1.35,0.00,0.00,0.00,
1,E02,L_PBMC,1.35,55.74,36.66,65.19,7.00
1,E03,T2D_PBMC,1.35,64.73,46.05,81.90,7.00
1,E04,Unassigned,1.35,-6.22,0.94,1.67,
1,E05,Unassigned,1.35,-24.95,2.19,3.90,
1,E06,T2D_8T,1.35,9.50,3.31,5.89,5.39
1,E07,T2D_E40,1.35,34.91,64.36,114.46,1.91
1,E08,T2D_E40,1.35,39.51,73.72,131.11,1.91
1,E09,T2D_E40,1.35,34.43,70.58,125.53,1.91
1,E10,T2D_E40,1.35,37.05,59.26,105.39,1.91
1,E11,T2D_E40,1.35,39.84,62.53,111.20,1.91
1,E12,Background,1.35,0.00,0.00,0.00,
1,F01,Background,1.35,0.00,0.00,0.00,
1,F02,L_E,1.35,6.65,3.78,6.73,5.76
1,F03,L_E,1.35,-0.99,3.90,6.93,5.76
1,F04,Unassigned,1.35,-13.32,2.15,3.83,
1,F05,Unassigned,1.35,-15.26,1.87,3.32,
1,F06,T2D_8T,1.35,6.18,5.66,10.07,5.39
1,F07,L_8T40,1.35,57.63,94.06,167.28,1.80
1,F08,L_8T40,1.35,64.61,99.27,176.53,1.80
1,F09,Unassigned,1.35,-5.42,1.10,1.95,
1,F10,Unassigned,1.35,-11.42,0.49,0.86,
1,F11,Unassigned,1.35,-13.63,0.18,0.32,
1,F12,Background,1.35,0.00,0.00,0.00,
1,G01,Background,1.35,0.00,0.00,0.00,
1,G02,T2D_E,1.35,16.00,5.24,9.33,5.20
1,G03,T2D_E,1.35,16.56,5.28,9.38,5.20
1,G04,T2D_E,1.35,13.25,4.64,8.26,5.20
1,G05,Unassigned,1.35,-14.88,2.13,3.78,
1,G06,Unassigned,1.35,-17.84,2.28,4.05,
1,G07,T2D_8T40,1.35,21.22,34.78,61.85,1.75
1,G08,T2D_8T40,1.35,24.08,44.42,79.01,1.75
1,G09,T2D_8T40,1.35,31.61,46.23,82.22,1.75
1,G10,Unassigned,1.35,-12.38,0.89,1.59,
1,G11,Unassigned,1.35,-11.89,0.80,1.42,
1,G12,Background,1.35,0.00,0.00,0.00,
1,H01,Background,1.35,0.00,0.00,0.00,
1,H02,Background,1.35,0.00,0.00,0.00,
1,H03,Background,1.35,0.00,0.00,0.00,
1,H04,Background,1.35,0.00,0.00,0.00,
1,H05,Background,1.35,0.00,0.00,0.00,
1,H06,Background,1.35,0.00,0.00,0.00,
1,H07,Background,1.35,0.00,0.00,0.00,
1,H08,Background,1.35,0.00,0.00,0.00,
1,H09,Background,1.35,0.00,0.00,0.00,
1,H10,Background,1.35,0.00,0.00,0.00,
1,H11,Background,1.35,0.00,0.00,0.00,
1,H12,Background,1.35,0.00,0.00,0.00,
2,A01,Background,8.27,0.00,0.00,0.00,
2,A02,Background,8.27,0.00,0.00,0.00,
2,A03,Background,8.27,0.00,0.00,0.00,
2,A04,Background,8.27,0.00,0.00,0.00,
2,A05,Background,8.27,0.00,0.00,0.00,
2,A06,Background,8.27,0.00,0.00,0.00,
2,A07,Background,8.27,0.00,0.00,0.00,
2,A08,Background,8.27,0.00,0.00,0.00,
2,A09,Background,8.27,0.00,0.00,0.00,
2,A10,Background,8.27,0.00,0.00,0.00,
2,A11,Background,8.27,0.00,0.00,0.00,
2,A12,Background,8.27,0.00,0.00,0.00,
2,B01,Background,8.27,0.00,0.00,0.00,
2,B02,L_PBMC,8.27,9.28,22.13,39.35,7.00
2,B03,T2D_PBMC,8.27,40.09,33.84,60.18,7.00
2,B04,L_T,8.27,16.52,2.59,4.60,7.00
2,B05,T2D_CD4,8.27,23.96,4.81,8.56,7.00
2,B06,L_8T,8.27,-0.85,1.52,2.70,3.59
2,B07,L_T40,8.27,48.15,78.36,139.35,1.93
2,B08,L_T40,8.27,46.08,87.17,155.03,1.93
2,B09,L_T40,8.27,43.34,73.64,130.96,1.82
2,B10,Unassigned,8.27,-17.45,-1.72,-3.07,
2,B11,Unassigned,8.27,-13.58,-1.40,-2.49,
2,B12,Background,8.27,0.00,0.00,0.00,
2,C01,Background,8.27,0.00,0.00,0.00,
2,C02,L_PBMC,8.27,49.02,29.46,52.39,7.00
2,C03,T2D_PBMC,8.27,73.10,43.47,77.30,7.00
2,C04,Unassigned,8.27,-12.19,0.76,1.35,
2,C05,Unassigned,8.27,-8.61,-0.19,-0.34,
2,C06,Unassigned,8.27,-18.90,0.18,0.32,
2,C07,T2D_T40,8.27,19.68,48.28,85.87,1.89
2,C08,T2D_T40,8.27,20.83,58.82,104.61,1.89
2,C09,Unassigned,8.27,-13.95,-1.43,-2.55,
2,C10,Unassigned,8.27,-20.80,-0.62,-1.09,
2,C11,Unassigned,8.27,-20.04,-0.93,-1.65,
2,C12,Background,8.27,0.00,0.00,0.00,
2,D01,Background,8.27,0.00,0.00,0.00,
2,D02,L_PBMC,8.27,46.85,32.61,57.99,7.00
2,D03,T2D_PBMC,8.27,41.71,30.19,53.69,7.00
2,D04,Unassigned,8.27,-1.60,0.46,0.82,
2,D05,Unassigned,8.27,-4.77,-0.58,-1.03,
