Measurement,Well,Group,Time,OCR,ECAR,PPR,Cell Number
1,A01,Background,1.35,0.00,0.00,0.00,
1,A02,Background,1.35,0.00,0.00,0.00,
1,A03,T2D_PBMC,1.35,70.78,19.44,34.57,7
1,A04,ND_T,1.35,41.25,7.14,12.70,7
1,A05,T2D_T,1.35,37.96,7.15,12.71,7
1,A06,ND_T10,1.35,2.67,2.88,5.11,2
1,A07,T2D_T10,1.35,16.68,2.11,3.75,2
1,A08,Unassigned,1.35,-3.85,-5.32,-9.46,
1,A09,Unassigned,1.35,4.72,-4.25,-7.56,
1,A10,ND_T40,1.35,52.05,68.78,122.32,2
1,A11,Background,1.35,0.00,0.00,0.00,
1,A12,Background,1.35,0.00,0.00,0.00,
1,B01,L_PBMC,1.35,55.68,13.42,23.87,7
1,B02,L_PBMC,1.35,50.04,13.42,23.87,7
1,B03,T2D_PBMC,1.35,72.07,21.13,37.58,7
1,B04,ND_T,1.35,50.29,7.20,12.80,7
1,B05,T2D_T,1.35,50.11,11.79,20.96,7
1,B06,ND_T10,1.35,14.96,4.36,7.76,2
1,B07,T2D_T10,1.35,14.26,4.94,8.78,2
1,B08,ND_T16,1.35,16.44,2.11,3.76,1.54
1,B09,T2D_T16,1.35,28.70,8.64,15.37,2
1,B10,ND_T40,1.35,65.71,81.74,145.36,2
1,B11,L_T40,1.35,42.79,32.52,57.84,2
1,B12,L_T40,1.35,38.29,35.41,62.97,2
1,C01,L_PBMC,1.35,48.40,15.31,27.22,7
1,C02,L_PBMC,1.35,47.11,14.03,24.95,7
1,C03,T2D_PBMC,1.35,64.84,18.35,32.63,7
1,C04,ND_T,1.35,42.31,8.38,14.90,7
1,C05,T2D_T,1.35,46.76,12.33,21.94,7
1,C06,ND_T10,1.35,9.83,3.13,5.56,2
1,C07,T2D_T10,1.35,20.31,5.65,10.05,2
1,C08,ND_T16,1.35,16.93,3.13,5.56,1.54
1,C09,T2D_T16,1.35,22.08,8.92,15.86,2
1,C10,ND_T40,1.35,63.46,85.64,152.30,2
1,C11,L_T40,1.35,43.42,36.50,64.92,2
1,C12,L_T40,1.35,38.92,45.83,81.50,2
1,D01,ND_PBMC,1.35,64.59,17.01,30.25,7
1,D02,ND_PBMC,1.35,57.77,16.36,29.09,7
1,D03,T2D_PBMC,1.35,61.68,21.57,38.37,7
1,D04,ND_T,1.35,49.14,9.15,16.28,7
1,D05,T2D_T,1.35,50.73,11.52,20.48,7
1,D06,ND_T10,1.35,15.42,5.19,9.23,2
1,D07,T2D_T10,1.35,16.78,7.26,12.92,2
1,D08,ND_T16,1.35,9.87,3.66,6.50,1.54
1,D09,T2D_T16,1.35,15.61,8.49,15.10,2
1,D10,ND_T40,1.35,62.60,84.26,149.85,2
1,D11,T2D_T40,1.35,86.22,84.05,149.48,2
1,D12,T2D_T40,1.35,83.22,95.52,169.86,2
1,E01,ND_PBMC,1.35,59.12,17.86,31.76,7
1,E02,ND_PBMC,1.35,62.84,17.21,30.60,7
1,E03,T2D_PBMC,1.35,51.05,21.42,38.10,7
1,E04,ND_T,1.35,39.41,11.13,19.79,6.18
1,E05,T2D_T,1.35,54.83,13.55,24.10,7
1,E06,ND_T10,1.35,11.25,5.59,9.95,2
1,E07,T2D_T10,1.35,8.74,5.81,10.33,2
1,E08,ND_T16,1.35,7.09,3.31,5.89,1.746956522
1,E09,T2D_T16,1.35,9.56,4.73,8.41,1.421304348
1,E10,ND_T40,1.35,56.17,48.69,86.58,2
1,E11,T2D_T40,1.35,86.43,95.89,170.52,2
1,E12,T2D_T40,1.35,86.14,91.68,163.04,2
1,F01,ND_PBMC,1.35,49.12,17.98,31.98,7
1,F02,ND_PBMC,1.35,55.70,16.15,28.72,7
1,F03,T2D_PBMC,1.35,36.46,19.33,34.37,7
1,F04,ND_T,1.35,28.07,10.87,19.33,6.18
1,F05,T2D_T,1.35,44.76,8.72,15.50,7
1,F06,ND_T10,1.35,11.62,7.89,14.03,2
1,F07,T2D_T10,1.35,9.86,5.23,9.30,2
1,F08,ND_T16,1.35,4.53,4.33,7.71,1.746956522
1,F09,T2D_T16,1.35,11.21,1.80,3.19,1.421304348
1,F10,ND_T40,1.35,68.05,83.87,149.15,2
1,F11,T2D_T40,1.35,85.07,107.05,190.37,2
1,F12,T2D_T40,1.35,82.58,115.57,205.53,2
1,G01,ND_PBMC,1.35,-4.38,10.61,18.87,7
1,G02,ND_PBMC,1.35,-17.23,11.68,20.78,7
1,G03,T2D_PBMC,1.35,210.65,117.59,209.12,7
1,G04,ND_T,1.35,26.44,10.36,18.43,6.18
1,G05,T2D_T,1.35,49.02,9.57,17.02,7
1,G06,ND_T10,1.35,13.55,9.83,17.48,2
1,G07,T2D_T10,1.35,6.64,7.56,13.44,2
1,G08,ND_T16,1.35,9.73,6.60,11.73,1.746956522
1,G09,T2D_T16,1.35,10.14,5.96,10.61,1.421304348
1,G10,ND_T40,1.35,64.78,83.70,148.86,2
1,G11,T2D_T40,1.35,88.37,110.95,197.32,2
1,G12,T2D_T40,1.35,85.95,109.54,194.81,2
1,H01,Background,1.35,0.00,0.00,0.00,
1,H02,Background,1.35,0.00,0.00,0.00,
1,H03,T2D_PBMC,1.35,49.02,42.34,75.29,7
1,H04,Unassigned,1.35,-1.09,-3.08,-5.47,6.18
1,H05,Unassigned,1.35,-1.85,-2.36,-4.19,7
1,H06,ND_T10,1.35,14.39,9.15,16.28,2
1,H07,T2D_T10,1.35,13.47,3.89,6.91,2
1,H08,Unassigned,1.35,2.38,-3.18,-5.65,
1,H09,Unassigned,1.35,1.48,-4.15,-7.37,
1,H10,ND_T40,1.35,59.72,84.99,151.15,2
1,H11,Background,1.35,0.00,0.00,0.00,
1,H12,Background,1.35,0.00,0.00,0.00,
2,A01,Background,8.27,0.00,0.00,0.00,
2,A02,Background,8.27,0.00,0.00,0.00,
2,A03,T2D_PBMC,8.27,79.25,18.22,32.39,7
2,A04,ND_T,8.27,48.87,6.64,11.80,7
2,A05,T2D_T,8.27,44.89,9.00,16.00,7
2,A06,ND_T10,8.27,15.81,6.50,11.56,2
2,A07,T2D_T10,8.27,21.83,5.05,8.99,2
2,A08,Unassigned,8.27,6.84,-0.19,-0.34,
2,A09,Unassigned,8.27,13.91,0.01,0.02,
2,A10,ND_T40,8.27,60.49,70.90,126.09,2
2,A11,Background,8.27,0.00,0.00,0.00,
2,A12,Background,8.27,0.00,0.00,0.00,
2,B01,L_PBMC,8.27,61.12,13.67,24.31,7
2,B02,L_PBMC,8.27,54.85,12.70,22.58,7
2,B03,T2D_PBMC,8.27,79.32,21.81,38.79,7
2,B04,ND_T,8.27,54.07,7.34,13.05,7
2,B05,T2D_T,8.27,54.08,12.67,22.53,7
2,B06,ND_T10,8.27,17.87,6.88,12.24,2
2,B07,T2D_T10,8.27,22.02,7.94,14.12,2
2,B08,ND_T16,8.27,25.30,6.03,10.72,1.54
2,B09,T2D_T16,8.27,30.29,11.57,20.58,2
2,B10,ND_T40,8.27,68.03,73.38,130.51,2
2,B11,L_T40,8.27,47.32,31.40,55.85,2
2,B12,L_T40,8.27,43.17,34.90,62.07,2
2,C01,L_PBMC,8.27,55.87,15.98,28.41,7
2,C02,L_PBMC,8.27,52.27,14.53,25.85,7
2,C03,T2D_PBMC,8.27,75.96,17.93,31.88,7
2,C04,ND_T,8.27,45.95,9.79,17.40,7
2,C05,T2D_T,8.27,50.40,14.60,25.96,7
2,C06,ND_T10,8.27,16.78,6.72,11.96,2
2,C07,T2D_T10,8.27,25.57,9.01,16.03,2
2,C08,ND_T16,8.27,23.26,6.64,11.81,1.54
2,C09,T2D_T16,8.27,29.33,12.76,22.70,2
2,C10,ND_T40,8.27,65.61,84.16,149.66,2
2,C11,L_T40,8.27,45.64,33.44,59.47,2
2,C12,L_T40,8.27,45.47,47.62,84.69,2
