Measurement,Well,Group,Time,OCR,ECAR,PPR,Cell Number
1,A01,Background,1.42,0,0,0,
1,A02,Background,1.42,0,0,0,
1,A03,Background,1.42,0,0,0,
1,A04,Background,1.42,0,0,0,
1,A05,Background,1.42,0,0,0,
1,A06,Background,1.42,0,0,0,
1,A07,Background,1.42,0,0,0,
1,A08,Background,1.42,0,0,0,
1,A09,Background,1.42,0,0,0,
1,A10,Background,1.42,0,0,0,
1,A11,Background,1.42,0,0,0,
1,A12,Background,1.42,0,0,0,
1,B01,Background,1.42,0,0,0,
1,B02,L_PBMC,1.42,72.68,16.54,29.41,7
1,B03,L_PBMC,1.42,72.41,17.5,31.12,7
1,B04,L_PBMC,1.42,71.4,22.01,39.15,7
1,B05,L_PBMC,1.42,73.34,24.46,43.49,7
1,B06,L_T40 (1.0),1.42,62.34,70.67,125.69,2
1,B07,L_T40 (1.0),1.42,68.64,82.28,146.32,2
1,B08,L_T40 (1.0),1.42,69.31,85.21,151.55,2
1,B09,L_T40,1.42,60.64,72.09,128.2,2
1,B10,L_T40,1.42,65.61,78.51,139.62,2
1,B11,T2D_T40,1.42,54.59,42.87,76.23,2
1,B12,Background,1.42,0,0,0,
1,C01,Background,1.42,0,0,0,
1,C02,L_PBMC,1.42,74.2,33.07,58.81,7
1,C03,L_PBMC,1.42,74.27,33.31,59.24,7
1,C04,L_PBMC,1.42,76.04,40.35,71.75,7
1,C05,L_PBMC,1.42,78.49,49.81,88.57,7
1,C06,L_T40 (1.0),1.42,88.88,73.72,131.1,2
1,C07,L_T40 (1.0),1.42,93.1,76.38,135.83,2
1,C08,L_T40 (1.0),1.42,89.58,71.71,127.53,2
1,C09,T2D_T40,1.42,59.25,50.95,90.61,2
1,C10,T2D_T40,1.42,52.79,57.12,101.59,2
1,C11,T2D_T40,1.42,47.3,46.41,82.53,1.77
1,C12,Background,1.42,0,0,0,
1,D01,Background,1.42,0,0,0,
1,D02,T2D_PBMC,1.42,53.98,21.91,38.97,7
1,D03,T2D_PBMC,1.42,63.19,25.97,46.19,7
1,D04,T2D_PBMC,1.42,60.27,22.47,39.96,7
1,D05,T2D_PBMC,1.42,53.32,22.65,40.27,7
1,D06,T2D_T40 (1.0),1.42,40.36,51.49,91.56,1.6
1,D07,T2D_T40 (1.0),1.42,47.09,47.96,85.29,2
1,D08,T2D_T40 (1.0),1.42,49.05,47.95,85.27,2
1,D09,L_T40,1.42,91.61,81.42,144.8,2
1,D10,L_T40,1.42,86.42,78.79,140.12,2
1,D11,L_T40,1.42,68.27,63.15,112.31,1.48
1,D12,Background,1.42,0,0,0,
1,E01,Background,1.42,0,0,0,
1,E02,L_T,1.42,48.18,10.49,18.65,7
1,E03,L_T,1.42,43.78,7.89,14.02,7
1,E04,L_T,1.42,45.67,10.82,19.23,7
1,E05,L_T,1.42,42.76,9.67,17.2,7
1,E06,T2D_T40 (1.5),1.42,44.83,52.46,93.29,2
1,E07,T2D_T40 (1.5),1.42,46.55,51.45,91.49,2
1,E08,T2D_T40 (1.5),1.42,48.52,56.84,101.09,2
1,E09,T2D_T40 (1.5),1.42,57.78,54.84,97.52,2
1,E10,L_T40 (3.0),1.42,53.25,75.98,135.13,2
1,E11,L_T40 (3.0),1.42,59.64,69.82,124.17,2
1,E12,Background,1.42,0,0,0,
1,F01,Background,1.42,0,0,0,
1,F02,L_T,1.42,34.85,9.71,17.27,7
1,F03,L_T,1.42,39.64,9.54,16.97,7
1,F04,L_T,1.42,34.95,11.19,19.9,7
1,F05,L_T,1.42,33.89,11.79,20.97,7
1,F06,L_T40 (1.5),1.42,103.47,88.64,157.64,2
1,F07,L_T40 (1.5),1.42,89.88,83.12,147.82,2
1,F08,L_T40 (1.5),1.42,77.24,82.94,147.5,2
1,F09,L_T40 (3.0),1.42,87.05,75.68,134.59,2
1,F10,L_T40 (3.0),1.42,93.46,81,144.05,2
1,F11,T2D_T (3.0),1.42,53.6,19.37,34.44,7
1,F12,Background,1.42,0,0,0,
1,G01,Background,1.42,0,0,0,
1,G02,T2D_T,1.42,49.65,17.64,31.38,7
1,G03,T2D_T,1.42,54.72,21.47,38.19,7
1,G04,T2D_T,1.42,39.43,21.39,38.04,7
1,G05,T2D_T,1.42,47.05,16.65,29.62,7
1,G06,L_T40 (1.5),1.42,51.73,66.06,117.48,2
1,G07,L_T40 (1.5),1.42,72.19,87.57,155.73,2
1,G08,L_T40 (1.5),1.42,26.52,46.5,82.7,1.14
1,G09,T2D_T40 (3.0),1.42,49.76,53.25,94.7,2
1,G10,T2D_T40 (3.0),1.42,46.16,48.11,85.56,2
1,G11,T2D_T40 (3.0),1.42,45.8,46.32,82.38,2
1,G12,Background,1.42,0,0,0,
1,H01,Background,1.42,0,0,0,
1,H02,Background,1.42,0,0,0,
1,H03,Background,1.42,0,0,0,
1,H04,Background,1.42,0,0,0,
1,H05,Background,1.42,0,0,0,
1,H06,Background,1.42,0,0,0,
1,H07,Background,1.42,0,0,0,
1,H08,Background,1.42,0,0,0,
1,H09,Background,1.42,0,0,0,
1,H10,Background,1.42,0,0,0,
1,H11,Background,1.42,0,0,0,
1,H12,Background,1.42,0,0,0,
2,A01,Background,8.17,0,0,0,
2,A02,Background,8.17,0,0,0,
2,A03,Background,8.17,0,0,0,
2,A04,Background,8.17,0,0,0,
2,A05,Background,8.17,0,0,0,
2,A06,Background,8.17,0,0,0,
2,A07,Background,8.17,0,0,0,
2,A08,Background,8.17,0,0,0,
2,A09,Background,8.17,0,0,0,
2,A10,Background,8.17,0,0,0,
2,A11,Background,8.17,0,0,0,
2,A12,Background,8.17,0,0,0,
2,B01,Background,8.17,0,0,0,
2,B02,L_PBMC,8.17,72.22,14.57,25.91,7
2,B03,L_PBMC,8.17,70.3,13.3,23.66,7
2,B04,L_PBMC,8.17,70.7,18.96,33.71,7
2,B05,L_PBMC,8.17,72.79,20.98,37.31,7
2,B06,L_T40 (1.0),8.17,58.18,67.28,119.66,2
2,B07,L_T40 (1.0),8.17,63.38,80.08,142.41,2
2,B08,L_T40 (1.0),8.17,63.45,80.62,143.37,2
2,B09,L_T40,8.17,58.19,67.38,119.84,2
2,B10,L_T40,8.17,59.96,72.64,129.19,2
2,B11,T2D_T40,8.17,49.21,38.55,68.56,2
2,B12,Background,8.17,0,0,0,
2,C01,Background,8.17,0,0,0,
2,C02,L_PBMC,8.17,75.44,25.96,46.16,7
2,C03,L_PBMC,8.17,75.43,24.78,44.07,7
2,C04,L_PBMC,8.17,76.39,34.32,61.04,7
2,C05,L_PBMC,8.17,76.74,41.39,73.6,7
2,C06,L_T40 (1.0),8.17,85.77,64.26,114.28,2
2,C07,L_T40 (1.0),8.17,89.3,72.62,129.15,2
2,C08,L_T40 (1.0),8.17,91.2,62.81,111.7,2
2,C09,T2D_T40,8.17,57.5,45.24,80.46,2
2,C10,T2D_T40,8.17,48.68,55.41,98.54,2
2,C11,T2D_T40,8.17,44.46,43.24,76.89,1.77
2,C12,Background,8.17,0,0,0,
2,D01,Background,8.17,0,0,0,
2,D02,T2D_PBMC,8.17,54.65,19.19,34.12,7
2,D03,T2D_PBMC,8.17,67.52,22.95,40.81,7
2,D04,T2D_PBMC,8.17,60.21,21.52,38.28,7
2,D05,T2D_PBMC,8.17,53.99,19.86,35.31,7
2,D06,T2D_T40 (1.0),8.17,37.35,49.99,88.91,1.6
2,D07,T2D_T40 (1.0),8.17,44.86,49.12,87.35,2
2,D08,T2D_T40 (1.0),8.17,49.42,43.94,78.14,2
2,D09,L_T40,8.17,87.44,72.35,128.67,2
2,D10,L_T40,8.17,82.04,74.8,133.02,2
2,D11,L_T40,8.17,66.09,60.11,106.89,1.48
2,D12,Background,8.17,0,0,0,
2,E01,Background,8.17,0,0,0,
2,E02,L_T,8.17,46.38,8.75,15.56,7
2,E03,L_T,8.17,41.62,7.59,13.49,7
2,E04,L_T,8.17,44.1,9.96,17.72,7
2,E05,L_T,8.17,43.39,8.52,15.15,7
2,E06,T2D_T40 (1.5),8.17,45.79,52.44,93.26,2
2,E07,T2D_T40 (1.5),8.17,43.83,52.88,94.04,2
2,E08,T2D_T40 (1.5),8.17,46.65,57.58,102.39,2
2,E09,T2D_T40 (1.5),8.17,54.43,56.41,100.33,2
2,E10,L_T40 (3.0),8.17,51.34,74.29,132.12,2
2,E11,L_T40 (3.0),8.17,54.4,66.15,117.65,2
2,E12,Background,8.17,0,0,0,
2,F01,Background,8.17,0,0,0,
2,F02,L_T,8.17,36.58,9,16.01,7
2,F03,L_T,8.17,38.07,8.57,15.24,7
2,F04,L_T,8.17,34.68,9.99,17.77,7
2,F05,L_T,8.17,34.22,10.31,18.33,7
2,F06,L_T40 (1.5),8.17,97.39,87.27,155.2,2
2,F07,L_T40 (1.5),8.17,85.61,79.87,142.03,2
2,F08,L_T40 (1.5),8.17,75.49,79.32,141.07,2
2,F09,L_T40 (3.0),8.17,83.82,70.68,125.7,2
2,F10,L_T40 (3.0),8.17,88.39,68.93,122.59,2
2,F11,T2D_T (3.0),8.17,53.44,17.38,30.91,7
2,F12,Background,8.17,0,0,0,
2,G01,Background,8.17,0,0,0,
2,G02,T2D_T,8.17,50.27,15.54,27.64,7
2,G03,T2D_T,8.17,51.43,18.74,33.32,7
2,G04,T2D_T,8.17,42.89,18.16,32.29,7
2,G05,T2D_T,8.17,47.1,15.56,27.68,7
2,G06,L_T40 (1.5),8.17,49.9,66.5,118.27,2
2,G07,L_T40 (1.5),8.17,68.6,83.07,147.73,2
2,G08,L_T40 (1.5),8.17,26.63,43.65,77.63,1.14
2,G09,T2D_T40 (3.0),8.17,47.54,54.81,97.47,2
2,G10,T2D_T40 (3.0),8.17,42.9,45.82,81.49,2
2,G11,T2D_T40 (3.0),8.17,41.83,46.32,82.38,2
2,G12,Background,8.17,0,0,0,
2,H01,Background,8.17,0,0,0,
2,H02,Background,8.17,0,0,0,
2,H03,Background,8.17,0,0,0,
2,H04,Background,8.17,0,0,0,
2,H05,Background,8.17,0,0,0,
2,H06,Background,8.17,0,0,0,
2,H07,Background,8.17,0,0,0,
2,H08,Background,8.17,0,0,0,
2,H09,Background,8.17,0,0,0,
2,H10,Background,8.17,0,0,0,
2,H11,Background,8.17,0,0,0,
2,H12,Background,8.17,0,0,0,
3,A01,Background,14.96,0,0,0,
3,A02,Background,14.96,0,0,0,
3,A03,Background,14.96,0,0,0,
3,A04,Background,14.96,0,0,0,
3,A05,Background,14.96,0,0,0,
3,A06,Background,14.96,0,0,0,
3,A07,Background,14.96,0,0,0,
3,A08,Background,14.96,0,0,0,
3,A09,Background,14.96,0,0,0,
3,A10,Background,14.96,0,0,0,
3,A11,Background,14.96,0,0,0,
3,A12,Background,14.96,0,0,0,
3,B01,Background,14.96,0,0,0,
3,B02,L_PBMC,14.96,72.68,16.54,29.41,7
3,B03,L_PBMC,14.96,72.41,17.5,31.12,7
3,B04,L_PBMC,14.96,71.4,22.01,39.15,7
3,B05,L_PBMC,14.96,73.34,24.46,43.49,7
3,B06,L_T40 (1.0),14.96,62.34,70.67,125.69,2
3,B07,L_T40 (1.0),14.96,68.64,82.28,146.32,2
3,B08,L_T40 (1.0),14.96,69.31,85.21,151.55,2
3,B09,L_T40,14.96,60.64,72.09,128.2,2
3,B10,L_T40,14.96,65.61,78.51,139.62,2
3,B11,T2D_T40,14.96,54.59,42.87,76.23,2
3,B12,Background,14.96,0,0,0,
3,C01,Background,14.96,0,0,0,
3,C02,L_PBMC,14.96,74.2,33.07,58.81,7
3,C03,L_PBMC,14.96,74.27,33.31,59.24,7
3,C04,L_PBMC,14.96,76.04,40.35,71.75,7
3,C05,L_PBMC,14.96,78.49,49.81,88.57,7
3,C06,L_T40 (1.0),14.96,88.88,73.72,131.1,2
3,C07,L_T40 (1.0),14.96,93.1,76.38,135.83,2
3,C08,L_T40 (1.0),14.96,89.58,71.71,127.53,2
3,C09,T2D_T40,14.96,59.25,50.95,90.61,2
3,C10,T2D_T40,14.96,52.79,57.12,101.59,2
3,C11,T2D_T40,14.96,47.3,46.41,82.53,1.77
3,C12,Background,14.96,0,0,0,
3,D01,Background,14.96,0,0,0,
3,D02,T2D_PBMC,14.96,53.98,21.91,38.97,7
3,D03,T2D_PBMC,14.96,63.19,25.97,46.19,7
3,D04,T2D_PBMC,14.96,60.27,22.47,39.96,7
3,D05,T2D_PBMC,14.96,53.32,22.65,40.27,7
3,D06,T2D_T40 (1.0),14.96,40.36,51.49,91.56,1.6
3,D07,T2D_T40 (1.0),14.96,47.09,47.96,85.29,2
3,D08,T2D_T40 (1.0),14.96,49.05,47.95,85.27,2
3,D09,L_T40,14.96,91.61,81.42,144.8,2
3,D10,L_T40,14.96,86.42,78.79,140.12,2
3,D11,L_T40,14.96,68.27,63.15,112.31,1.48
3,D12,Background,14.96,0,0,0,
3,E01,Background,14.96,0,0,0,
3,E02,L_T,14.96,48.18,10.49,18.65,7
3,E03,L_T,14.96,43.78,7.89,14.02,7
3,E04,L_T,14.96,45.67,10.82,19.23,7
3,E05,L_T,14.96,42.76,9.67,17.2,7
3,E06,T2D_T40 (1.5),14.96,44.83,52.46,93.29,2
3,E07,T2D_T40 (1.5),14.96,46.55,51.45,91.49,2
3,E08,T2D_T40 (1.5),14.96,48.52,56.84,101.09,2
3,E09,T2D_T40 (1.5),14.96,57.78,54.84,97.52,2
3,E10,L_T40 (3.0),14.96,53.25,75.98,135.13,2
3,E11,L_T40 (3.0),14.96,59.64,69.82,124.17,2
3,E12,Background,14.96,0,0,0,
3,F01,Background,14.96,0,0,0,
3,F02,L_T,14.96,34.85,9.71,17.27,7
3,F03,L_T,14.96,39.64,9.54,16.97,7
3,F04,L_T,14.96,34.95,11.19,19.9,7
3,F05,L_T,14.96,33.89,11.79,20.97,7
3,F06,L_T40 (1.5),14.96,103.47,88.64,157.64,2
3,F07,L_T40 (1.5),14.96,89.88,83.12,147.82,2
3,F08,L_T40 (1.5),14.96,77.24,82.94,147.5,2
