Measurement,Well,Group,Time,OCR,ECAR,PPR,Cell Number
1,A01,Background,1.35,0.00,0.00,0.00,
1,A02,Background,1.35,0.00,0.00,0.00,
1,A03,Background,1.35,0.00,0.00,0.00,
1,A04,Background,1.35,0.00,0.00,0.00,
1,A05,Background,1.35,0.00,0.00,0.00,
1,A06,Background,1.35,0.00,0.00,0.00,
1,A07,Background,1.35,0.00,0.00,0.00,
1,A08,Background,1.35,0.00,0.00,0.00,
1,A09,Background,1.35,0.00,0.00,0.00,
1,A10,Background,1.35,0.00,0.00,0.00,
1,A11,Background,1.35,0.00,0.00,0.00,
1,A12,Background,1.35,0.00,0.00,0.00,
1,B01,Background,1.35,0.00,0.00,0.00,
1,B02,L_PBMC,1.35,89.12,20.87,37.11,7
1,B03,L_PBMC,1.35,81.37,22.24,39.56,7
1,B04,L_PBMC,1.35,78.28,17.99,31.99,7
1,B05,L_PBMC,1.35,90.31,21.91,38.96,7
1,B06,L_PBMC,1.35,162.62,60.34,107.30,7
1,B07,L_T40 OLD,1.35,66.99,82.96,147.54,2
1,B08,L_T40 OLD,1.35,71.04,94.74,168.49,2
1,B09,L_T40 OLD,1.35,73.08,81.48,144.91,2
1,B10,L_T40 OLD,1.35,84.17,91.04,161.91,2
1,B11,L_T40 OLD,1.35,82.56,84.36,150.03,2
1,B12,Background,1.35,0.00,0.00,0.00,
1,C01,Background,1.35,0.00,0.00,0.00,
1,C02,ND_PBMC,1.35,93.07,36.64,65.17,7
1,C03,ND_PBMC,1.35,75.82,31.17,55.43,7
1,C04,ND_PBMC,1.35,84.90,39.10,69.54,7
1,C05,ND_PBMC,1.35,87.63,39.73,70.65,7
1,C06,L_PBMC,1.35,167.79,62.51,111.16,7
1,C07,L_T40 OLD,1.35,56.89,60.17,107.00,2
1,C08,L_T40 OLD,1.35,56.31,70.67,125.67,2
1,C09,L_T40 OLD,1.35,58.66,54.95,97.73,2
1,C10,L_T40 OLD,1.35,18.54,57.70,102.61,2
1,C11,L_T40 OLD,1.35,63.47,62.03,110.31,2
1,C12,Background,1.35,0.00,0.00,0.00,
1,D01,Background,1.35,0.00,0.00,0.00,
1,D02,T2D_PBMC,1.35,124.45,47.86,85.12,5.5
1,D03,T2D_PBMC,1.35,115.78,46.70,83.05,5.5
1,D04,T2D_PBMC,1.35,109.92,43.19,76.80,5.5
1,D05,L_T,1.35,43.07,7.58,13.48,7
1,D06,ND_T,1.35,62.53,15.49,27.56,7
1,D07,L_T40 NEW,1.35,49.09,64.48,114.66,2
1,D08,L_T40 NEW,1.35,54.11,68.60,122.00,2
1,D09,L_T40 NEW,1.35,49.25,63.85,113.56,2
1,D10,L_T40 NEW,1.35,48.82,69.36,123.35,2
1,D11,L_T40 NEW,1.35,24.87,66.25,117.83,2
1,D12,Background,1.35,0.00,0.00,0.00,
1,E01,Background,1.35,0.00,0.00,0.00,
1,E02,L_T,1.35,62.46,21.82,38.80,5.5
1,E03,L_T,1.35,56.17,20.63,36.70,5.5
1,E04,L_T,1.35,67.38,20.54,36.52,5.5
1,E05,L_T,1.35,44.28,9.49,16.87,7
1,E06,ND_T,1.35,58.44,15.79,28.08,7
1,E07,L_T40 NEW,1.35,81.86,98.87,175.84,2
1,E08,L_T40 NEW,1.35,90.99,95.08,169.09,2
1,E09,L_T40 NEW,1.35,79.50,80.42,143.03,2
1,E10,L_T40 OLD,1.35,54.73,65.73,116.89,2
1,E11,T2D_T40 NEW,1.35,118.02,115.44,205.29,2
1,E12,Background,1.35,0.00,0.00,0.00,
1,F01,Background,1.35,0.00,0.00,0.00,
1,F02,T2D_T,1.35,69.80,18.40,32.72,5.5
1,F03,T2D_T,1.35,47.79,20.48,36.42,5.5
1,F04,T2D_T,1.35,45.10,20.29,36.08,5.5
1,F05,L_T,1.35,41.35,16.27,28.94,7
1,F06,ND_T,1.35,61.78,27.20,48.38,7
1,F07,ND_T40 OLD,1.35,100.29,120.51,214.31,2
1,F08,ND_T40 OLD,1.35,93.01,122.47,217.80,2
1,F09,ND_T40 OLD,1.35,105.20,122.82,218.42,2
1,F10,ND_T40 OLD,1.35,91.16,116.70,207.54,2
1,F11,ND_T40 OLD,1.35,47.36,59.41,105.66,1.14
1,F12,Background,1.35,0.00,0.00,0.00,
1,G01,Background,1.35,0.00,0.00,0.00,
1,G02,L_T40 OLD,1.35,70.31,127.91,227.47,2
1,G03,L_T40 OLD,1.35,56.61,72.11,128.25,2
1,G04,L_T40 NEW,1.35,53.12,93.89,166.97,2
1,G05,L_T,1.35,39.22,8.13,14.46,7
1,G06,ND_T,1.35,52.89,20.28,36.06,7
1,G07,T2D_T40 NEW,1.35,104.36,111.34,198.00,2
1,G08,T2D_T40 NEW,1.35,115.44,129.95,231.11,2
1,G09,T2D_T40 NEW,1.35,111.66,118.18,210.18,2
1,G10,T2D_T40 NEW,1.35,117.89,124.30,221.06,2
1,G11,T2D_T40 NEW,1.35,97.48,99.03,176.11,2
1,G12,Background,1.35,0.00,0.00,0.00,
1,H01,Background,1.35,0.00,0.00,0.00,
1,H02,Background,1.35,0.00,0.00,0.00,
1,H03,Background,1.35,0.00,0.00,0.00,
1,H04,Background,1.35,0.00,0.00,0.00,
1,H05,Background,1.35,0.00,0.00,0.00,
1,H06,Background,1.35,0.00,0.00,0.00,
1,H07,Background,1.35,0.00,0.00,0.00,
1,H08,Background,1.35,0.00,0.00,0.00,
1,H09,Background,1.35,0.00,0.00,0.00,
1,H10,Background,1.35,0.00,0.00,0.00,
1,H11,Background,1.35,0.00,0.00,0.00,
1,H12,Background,1.35,0.00,0.00,0.00,
2,A01,Background,8.27,0.00,0.00,0.00,
2,A02,Background,8.27,0.00,0.00,0.00,
2,A03,Background,8.27,0.00,0.00,0.00,
2,A04,Background,8.27,0.00,0.00,0.00,
2,A05,Background,8.27,0.00,0.00,0.00,
2,A06,Background,8.27,0.00,0.00,0.00,
2,A07,Background,8.27,0.00,0.00,0.00,
2,A08,Background,8.27,0.00,0.00,0.00,
2,A09,Background,8.27,0.00,0.00,0.00,
2,A10,Background,8.27,0.00,0.00,0.00,
2,A11,Background,8.27,0.00,0.00,0.00,
2,A12,Background,8.27,0.00,0.00,0.00,
2,B01,Background,8.27,0.00,0.00,0.00,
2,B02,L_PBMC,8.27,85.74,18.23,32.42,7
2,B03,L_PBMC,8.27,81.60,18.39,32.71,7
2,B04,L_PBMC,8.27,80.32,14.64,26.04,7
2,B05,L_PBMC,8.27,89.15,20.14,35.82,7
2,B06,L_PBMC,8.27,158.56,53.24,94.69,7
2,B07,L_T40 OLD,8.27,64.55,75.22,133.77,2
2,B08,L_T40 OLD,8.27,67.08,89.67,159.47,2
2,B09,L_T40 OLD,8.27,67.69,72.99,129.81,2
2,B10,L_T40 OLD,8.27,75.52,82.30,146.37,2
2,B11,L_T40 OLD,8.27,76.06,78.77,140.09,2
2,B12,Background,8.27,0.00,0.00,0.00,
2,C01,Background,8.27,0.00,0.00,0.00,
2,C02,ND_PBMC,8.27,85.22,33.59,59.73,7
2,C03,ND_PBMC,8.27,77.91,24.55,43.65,7
2,C04,ND_PBMC,8.27,80.92,33.77,60.05,7
2,C05,ND_PBMC,8.27,83.49,26.09,46.40,7
2,C06,L_PBMC,8.27,164.20,58.80,104.57,7
2,C07,L_T40 OLD,8.27,53.71,61.77,109.85,2
2,C08,L_T40 OLD,8.27,54.00,69.13,122.95,2
2,C09,L_T40 OLD,8.27,55.21,51.73,92.00,2
2,C10,L_T40 OLD,8.27,16.05,57.33,101.96,2
2,C11,L_T40 OLD,8.27,61.53,55.53,98.76,2
2,C12,Background,8.27,0.00,0.00,0.00,
2,D01,Background,8.27,0.00,0.00,0.00,
2,D02,T2D_PBMC,8.27,117.04,40.08,71.27,5.5
2,D03,T2D_PBMC,8.27,112.68,36.41,64.74,5.5
