Measurement,Well,Group,Time,OCR,ECAR,PPR,Cell Number
1,A01,Background,1.42,0,0,0,
1,A02,Background,1.42,0,0,0,
1,A03,Background,1.42,0,0,0,
1,A04,Background,1.42,0,0,0,
1,A05,Background,1.42,0,0,0,
1,A06,Background,1.42,0,0,0,
1,A07,Background,1.42,0,0,0,
1,A08,Background,1.42,0,0,0,
1,A09,Background,1.42,0,0,0,
1,A10,Background,1.42,0,0,0,
1,A11,Background,1.42,0,0,0,
1,A12,Background,1.42,0,0,0,
1,B01,Background,1.42,0,0,0,
1,B02,ND_T40,1.42,146.4,107.52,191.22,1.855
1,B03,ND_TB40,1.42,233.34,112.01,199.2,1.767676754
1,B04,preT2D_T40,1.42,133.49,79.93,141.91,1.505
1,B05,preT2D_TB40,1.42,297.31,113,200.96,1.90909089
1,B06,Background,1.42,0,0,0,
1,B07,Background,1.42,0,0,0,
1,B08,Background,1.42,0,0,0,
1,B09,Background,1.42,0,0,0,
1,B10,Background,1.42,0,0,0,
1,B11,Background,1.42,0,0,0,
1,B12,Background,1.42,0,0,0,
1,C01,Background,1.42,0,0,0,
1,C02,ND_T40,1.42,75.74,71.93,127.92,1.855
1,C03,ND_TB40,1.42,234.05,121.91,217.16,1.767676754
1,C04,preT2D_T40,1.42,91.06,64.94,115.48,1.505
1,C05,preT2D_TB40,1.42,327.65,97.21,172.88,1.90909089
1,C06,Background,1.42,0,0,0,
1,C07,Background,1.42,0,0,0,
1,C08,Background,1.42,0,0,0,
1,C09,Background,1.42,0,0,0,
1,C10,Background,1.42,0,0,0,
1,C11,Background,1.42,0,0,0,
1,C12,Background,1.42,0,0,0,
1,D01,Background,1.42,0,0,0,
1,D02,Background,1.42,0,0,0,
1,D03,ND_TB40,1.42,266.04,98.59,175.33,1.767676754
1,D04,Background,1.42,0,0,0,
1,D05,preT2D_TB40,1.42,338.49,106.94,190.19,1.90909089
1,D06,Background,1.42,0,0,0,
1,D07,Background,1.42,0,0,0,
1,D08,Background,1.42,0,0,0,
1,D09,Background,1.42,0,0,0,
1,D10,Background,1.42,0,0,0,
1,D11,Background,1.42,0,0,0,
1,D12,Background,1.42,0,0,0,
1,E01,Background,1.42,0,0,0,
1,E02,Background,1.42,0,0,0,
1,E03,ND_TB40,1.42,263.57,120.35,214.04,1.767676754
1,E04,Background,1.42,0,0,0,
1,E05,Background,1.42,0,0,0,
1,E06,Background,1.42,0,0,0,
1,E07,Background,1.42,0,0,0,
1,E08,Background,1.42,0,0,0,
1,E09,Background,1.42,0,0,0,
1,E10,Background,1.42,0,0,0,
1,E11,Background,1.42,0,0,0,
1,E12,Background,1.42,0,0,0,
1,F01,Background,1.42,0,0,0,
1,F02,Background,1.42,0,0,0,
1,F03,Background,1.42,0,0,0,
1,F04,Background,1.42,0,0,0,
1,F05,Background,1.42,0,0,0,
1,F06,Background,1.42,0,0,0,
1,F07,Background,1.42,0,0,0,
1,F08,Background,1.42,0,0,0,
1,F09,Background,1.42,0,0,0,
1,F10,Background,1.42,0,0,0,
1,F11,Background,1.42,0,0,0,
1,F12,Background,1.42,0,0,0,
1,G01,Background,1.42,0,0,0,
1,G02,Background,1.42,0,0,0,
1,G03,Background,1.42,0,0,0,
1,G04,Background,1.42,0,0,0,
1,G05,Background,1.42,0,0,0,
1,G06,Background,1.42,0,0,0,
1,G07,Background,1.42,0,0,0,
1,G08,Background,1.42,0,0,0,
1,G09,Background,1.42,0,0,0,
1,G10,Background,1.42,0,0,0,
1,G11,Background,1.42,0,0,0,
1,G12,Background,1.42,0,0,0,
1,H01,Background,1.42,0,0,0,
1,H02,Background,1.42,0,0,0,
1,H03,Background,1.42,0,0,0,
1,H04,Background,1.42,0,0,0,
1,H05,Background,1.42,0,0,0,
1,H06,Background,1.42,0,0,0,
1,H07,Background,1.42,0,0,0,
1,H08,Background,1.42,0,0,0,
1,H09,Background,1.42,0,0,0,
1,H10,Background,1.42,0,0,0,
1,H11,Background,1.42,0,0,0,
1,H12,Background,1.42,0,0,0,
2,A01,Background,8.18,0,0,0,
2,A02,Background,8.18,0,0,0,
2,A03,Background,8.18,0,0,0,
2,A04,Background,8.18,0,0,0,
2,A05,Background,8.18,0,0,0,
2,A06,Background,8.18,0,0,0,
2,A07,Background,8.18,0,0,0,
2,A08,Background,8.18,0,0,0,
2,A09,Background,8.18,0,0,0,
2,A10,Background,8.18,0,0,0,
2,A11,Background,8.18,0,0,0,
2,A12,Background,8.18,0,0,0,
2,B01,Background,8.18,0,0,0,
2,B02,ND_T40,8.18,140.49,109.9,195.45,1.855
2,B03,ND_TB40,8.18,225.58,118.8,211.28,1.767676754
2,B04,preT2D_T40,8.18,124.19,81.04,144.12,1.505
2,B05,preT2D_TB40,8.18,289.84,101.67,180.81,1.90909089
2,B06,Background,8.18,0,0,0,
2,B07,Background,8.18,0,0,0,
2,B08,Background,8.18,0,0,0,
2,B09,Background,8.18,0,0,0,
2,B10,Background,8.18,0,0,0,
2,B11,Background,8.18,0,0,0,
2,B12,Background,8.18,0,0,0,
2,C01,Background,8.18,0,0,0,
2,C02,ND_T40,8.18,69.13,75.36,134.01,1.855
2,C03,ND_TB40,8.18,224.37,121.24,215.62,1.767676754
2,C04,preT2D_T40,8.18,86.85,61.81,109.92,1.505
2,C05,preT2D_TB40,8.18,321.36,93.68,166.6,1.90909089
2,C06,Background,8.18,0,0,0,
2,C07,Background,8.18,0,0,0,
2,C08,Background,8.18,0,0,0,
2,C09,Background,8.18,0,0,0,
2,C10,Background,8.18,0,0,0,
2,C11,Background,8.18,0,0,0,
2,C12,Background,8.18,0,0,0,
2,D01,Background,8.18,0,0,0,
2,D02,Background,8.18,0,0,0,
2,D03,ND_TB40,8.18,258.01,97.23,172.92,1.767676754
2,D04,Background,8.18,0,0,0,
2,D05,preT2D_TB40,8.18,314.05,104.79,186.36,1.90909089
2,D06,Background,8.18,0,0,0,
2,D07,Background,8.18,0,0,0,
2,D08,Background,8.18,0,0,0,
2,D09,Background,8.18,0,0,0,
2,D10,Background,8.18,0,0,0,
2,D11,Background,8.18,0,0,0,
2,D12,Background,8.18,0,0,0,
2,E01,Background,8.18,0,0,0,
2,E02,Background,8.18,0,0,0,
2,E03,ND_TB40,8.18,256.36,125.94,223.98,1.767676754
2,E04,Background,8.18,0,0,0,
2,E05,Background,8.18,0,0,0,
2,E06,Background,8.18,0,0,0,
2,E07,Background,8.18,0,0,0,
2,E08,Background,8.18,0,0,0,
2,E09,Background,8.18,0,0,0,
2,E10,Background,8.18,0,0,0,
2,E11,Background,8.18,0,0,0,
2,E12,Background,8.18,0,0,0,
2,F01,Background,8.18,0,0,0,
2,F02,Background,8.18,0,0,0,
2,F03,Background,8.18,0,0,0,
2,F04,Background,8.18,0,0,0,
2,F05,Background,8.18,0,0,0,
2,F06,Background,8.18,0,0,0,
2,F07,Background,8.18,0,0,0,
2,F08,Background,8.18,0,0,0,
2,F09,Background,8.18,0,0,0,
2,F10,Background,8.18,0,0,0,
2,F11,Background,8.18,0,0,0,
2,F12,Background,8.18,0,0,0,
2,G01,Background,8.18,0,0,0,
2,G02,Background,8.18,0,0,0,
2,G03,Background,8.18,0,0,0,
2,G04,Background,8.18,0,0,0,
2,G05,Background,8.18,0,0,0,
2,G06,Background,8.18,0,0,0,
2,G07,Background,8.18,0,0,0,
2,G08,Background,8.18,0,0,0,
2,G09,Background,8.18,0,0,0,
2,G10,Background,8.18,0,0,0,
2,G11,Background,8.18,0,0,0,
2,G12,Background,8.18,0,0,0,
2,H01,Background,8.18,0,0,0,
2,H02,Background,8.18,0,0,0,
2,H03,Background,8.18,0,0,0,
2,H04,Background,8.18,0,0,0,
2,H05,Background,8.18,0,0,0,
2,H06,Background,8.18,0,0,0,
2,H07,Background,8.18,0,0,0,
2,H08,Background,8.18,0,0,0,
2,H09,Background,8.18,0,0,0,
2,H10,Background,8.18,0,0,0,
2,H11,Background,8.18,0,0,0,
2,H12,Background,8.18,0,0,0,
3,A01,Background,14.94,0,0,0,
3,A02,Background,14.94,0,0,0,
3,A03,Background,14.94,0,0,0,
3,A04,Background,14.94,0,0,0,
3,A05,Background,14.94,0,0,0,
3,A06,Background,14.94,0,0,0,
3,A07,Background,14.94,0,0,0,
3,A08,Background,14.94,0,0,0,
3,A09,Background,14.94,0,0,0,
3,A10,Background,14.94,0,0,0,
3,A11,Background,14.94,0,0,0,
3,A12,Background,14.94,0,0,0,
3,B01,Background,14.94,0,0,0,
3,B02,ND_T40,14.94,141.05,111.25,197.85,1.855
3,B03,ND_TB40,14.94,227.88,123.55,219.72,1.767676754
3,B04,preT2D_T40,14.94,127.49,89.53,159.21,1.505
3,B05,preT2D_TB40,14.94,295.38,114.16,203.02,1.90909089
3,B06,Background,14.94,0,0,0,
3,B07,Background,14.94,0,0,0,
3,B08,Background,14.94,0,0,0,
3,B09,Background,14.94,0,0,0,
3,B10,Background,14.94,0,0,0,
3,B11,Background,14.94,0,0,0,
3,B12,Background,14.94,0,0,0,
3,C01,Background,14.94,0,0,0,
3,C02,ND_T40,14.94,70.09,77.72,138.21,1.855
3,C03,ND_TB40,14.94,222.55,118.92,211.48,1.767676754
3,C04,preT2D_T40,14.94,88.13,69.87,124.26,1.505
3,C05,preT2D_TB40,14.94,325.13,99.47,176.89,1.90909089
3,C06,Background,14.94,0,0,0,
3,C07,Background,14.94,0,0,0,
3,C08,Background,14.94,0,0,0,
3,C09,Background,14.94,0,0,0,
3,C10,Background,14.94,0,0,0,
3,C11,Background,14.94,0,0,0,
3,C12,Background,14.94,0,0,0,
3,D01,Background,14.94,0,0,0,
3,D02,Background,14.94,0,0,0,
3,D03,ND_TB40,14.94,260.45,113.41,201.69,1.767676754
3,D04,Background,14.94,0,0,0,
3,D05,preT2D_TB40,14.94,314.27,118.74,211.17,1.90909089
3,D06,Background,14.94,0,0,0,
3,D07,Background,14.94,0,0,0,
3,D08,Background,14.94,0,0,0,
3,D09,Background,14.94,0,0,0,
3,D10,Background,14.94,0,0,0,
3,D11,Background,14.94,0,0,0,
3,D12,Background,14.94,0,0,0,
3,E01,Background,14.94,0,0,0,
3,E02,Background,14.94,0,0,0,
3,E03,ND_TB40,14.94,260.3,123.2,219.1,1.767676754
3,E04,Background,14.94,0,0,0,
3,E05,Background,14.94,0,0,0,
3,E06,Background,14.94,0,0,0,
3,E07,Background,14.94,0,0,0,
3,E08,Background,14.94,0,0,0,
3,E09,Background,14.94,0,0,0,
3,E10,Background,14.94,0,0,0,
3,E11,Background,14.94,0,0,0,
3,E12,Background,14.94,0,0,0,
3,F01,Background,14.94,0,0,0,
3,F02,Background,14.94,0,0,0,
3,F03,Background,14.94,0,0,0,
3,F04,Background,14.94,0,0,0,
3,F05,Background,14.94,0,0,0,
3,F06,Background,14.94,0,0,0,
3,F07,Background,14.94,0,0,0,
3,F08,Background,14.94,0,0,0,
3,F09,Background,14.94,0,0,0,
3,F10,Background,14.94,0,0,0,
3,F11,Background,14.94,0,0,0,
3,F12,Background,14.94,0,0,0,
3,G01,Background,14.94,0,0,0,
3,G02,Background,14.94,0,0,0,
3,G03,Background,14.94,0,0,0,
3,G04,Background,14.94,0,0,0,
3,G05,Background,14.94,0,0,0,
3,G06,Background,14.94,0,0,0,
3,G07,Background,14.94,0,0,0,
3,G08,Background,14.94,0,0,0,
3,G09,Background,14.94,0,0,0,
3,G10,Background,14.94,0,0,0,
3,G11,Background,14.94,0,0,0,
3,G12,Background,14.94,0,0,0,
3,H01,Background,14.94,0,0,0,
3,H02,Background,14.94,0,0,0,
3,H03,Background,14.94,0,0,0,
3,H04,Background,14.94,0,0,0,
3,H05,Background,14.94,0,0,0,
3,H06,Background,14.94,0,0,0,
3,H07,Background,14.94,0,0,0,
3,H08,Background,14.94,0,0,0,
3,H09,Background,14.94,0,0,0,
3,H10,Background,14.94,0,0,0,
3,H11,Background,14.94,0,0,0,
3,H12,Background,14.94,0,0,0,
4,A01,Background,21.71,0,0,0,
4,A02,Background,21.71,0,0,0,
4,A03,Background,21.71,0,0,0,
4,A04,Background,21.71,0,0,0,
4,A05,Background,21.71,0,0,0,
4,A06,Background,21.71,0,0,0,
4,A07,Background,21.71,0,0,0,
4,A08,Background,21.71,0,0,0,
4,A09,Background,21.71,0,0,0,
4,A10,Background,21.71,0,0,0,
4,A11,Background,21.71,0,0,0,
4,A12,Background,21.71,0,0,0,
4,B01,Background,21.71,0,0,0,
4,B02,ND_T40,21.71,142.73,109.35,194.47,1.855
4,B03,ND_TB40,21.71,230.49,119.57,212.64,1.767676754
4,B04,preT2D_T40,21.71,131.39,89.13,158.52,1.505
4,B05,preT2D_TB40,21.71,300.4,112.68,200.4,1.90909089
4,B06,Background,21.71,0,0,0,
4,B07,Background,21.71,0,0,0,
4,B08,Background,21.71,0,0,0,
4,B09,Background,21.71,0,0,0,
4,B10,Background,21.71,0,0,0,
4,B11,Background,21.71,0,0,0,
4,B12,Background,21.71,0,0,0,
4,C01,Background,21.71,0,0,0,
4,C02,ND_T40,21.71,98.58,81.26,144.51,1.855
4,C03,ND_TB40,21.71,215.07,115.41,205.24,1.767676754
4,C04,preT2D_T40,21.71,93.91,71.87,127.81,1.505
4,C05,preT2D_TB40,21.71,331.68,106.74,189.83,1.90909089
4,C06,Background,21.71,0,0,0,
4,C07,Background,21.71,0,0,0,
4,C08,Background,21.71,0,0,0,
4,C09,Background,21.71,0,0,0,
4,C10,Background,21.71,0,0,0,
4,C11,Background,21.71,0,0,0,
4,C12,Background,21.71,0,0,0,
4,D01,Background,21.71,0,0,0,
4,D02,Background,21.71,0,0,0,
4,D03,ND_TB40,21.71,263.44,113.06,201.07,1.767676754
4,D04,Background,21.71,0,0,0,
4,D05,preT2D_TB40,21.71,321.56,120.72,214.69,1.90909089
4,D06,Background,21.71,0,0,0,
4,D07,Background,21.71,0,0,0,
4,D08,Background,21.71,0,0,0,
4,D09,Background,21.71,0,0,0,
4,D10,Background,21.71,0,0,0,
4,D11,Background,21.71,0,0,0,
