Measurement,Well,Group,Time,OCR,ECAR,PPR,Cell Number
1,A01,Background,1.42,0,0,0,
1,A02,Background,1.42,0,0,0,
1,A03,Background,1.42,0,0,0,
1,A04,Background,1.42,0,0,0,
1,A05,Background,1.42,0,0,0,
1,A06,Background,1.42,0,0,0,
1,A07,Background,1.42,0,0,0,
1,A08,Background,1.42,0,0,0,
1,A09,Background,1.42,0,0,0,
1,A10,Background,1.42,0,0,0,
1,A11,Background,1.42,0,0,0,
1,A12,Background,1.42,0,0,0,
1,B01,Background,1.42,0,0,0,
1,B02,T2D_T40,1.42,90.99,138.8,246.83,2.019230769
1,B03,T2D_TB40,1.42,113.44,127.9,227.45,1.845454527
1,B04,T2D_TB40-B,1.42,94.82,98.25,174.73,1.873239437
1,B05,Background,1.42,0,0,0,
1,B06,Background,1.42,0,0,0,
1,B07,Background,1.42,0,0,0,
1,B08,Background,1.42,0,0,0,
1,B09,Background,1.42,0,0,0,
1,B10,Background,1.42,0,0,0,
1,B11,Background,1.42,0,0,0,
1,B12,Background,1.42,0,0,0,
1,C01,Background,1.42,0,0,0,
1,C02,T2D_T40,1.42,43.25,103.37,183.83,2.019230769
1,C03,T2D_TB40,1.42,117.8,124,220.52,1.845454527
1,C04,T2D_TB40-B,1.42,1.84,72.56,129.04,1.873239437
1,C05,Background,1.42,0,0,0,
1,C06,Background,1.42,0,0,0,
1,C07,Background,1.42,0,0,0,
1,C08,Background,1.42,0,0,0,
1,C09,Background,1.42,0,0,0,
1,C10,Background,1.42,0,0,0,
1,C11,Background,1.42,0,0,0,
1,C12,Background,1.42,0,0,0,
1,D01,Background,1.42,0,0,0,
1,D02,T2D_T40,1.42,102.6,128.72,228.92,2.019230769
1,D03,Background,1.42,0,0,0,
1,D04,Background,1.42,0,0,0,
1,D05,Background,1.42,0,0,0,
1,D06,Background,1.42,0,0,0,
1,D07,Background,1.42,0,0,0,
1,D08,Background,1.42,0,0,0,
1,D09,Background,1.42,0,0,0,
1,D10,Background,1.42,0,0,0,
1,D11,Background,1.42,0,0,0,
1,D12,Background,1.42,0,0,0,
1,E01,Background,1.42,0,0,0,
1,E02,Background,1.42,0,0,0,
1,E03,Background,1.42,0,0,0,
1,E04,Background,1.42,0,0,0,
1,E05,Background,1.42,0,0,0,
1,E06,Background,1.42,0,0,0,
1,E07,Background,1.42,0,0,0,
1,E08,Background,1.42,0,0,0,
1,E09,Background,1.42,0,0,0,
1,E10,Background,1.42,0,0,0,
1,E11,Background,1.42,0,0,0,
1,E12,Background,1.42,0,0,0,
1,F01,Background,1.42,0,0,0,
1,F02,Background,1.42,0,0,0,
1,F03,Background,1.42,0,0,0,
1,F04,Background,1.42,0,0,0,
1,F05,Background,1.42,0,0,0,
1,F06,Background,1.42,0,0,0,
1,F07,Background,1.42,0,0,0,
1,F08,Background,1.42,0,0,0,
1,F09,Background,1.42,0,0,0,
1,F10,Background,1.42,0,0,0,
1,F11,Background,1.42,0,0,0,
1,F12,Background,1.42,0,0,0,
1,G01,Background,1.42,0,0,0,
1,G02,Background,1.42,0,0,0,
1,G03,Background,1.42,0,0,0,
1,G04,Background,1.42,0,0,0,
1,G05,Background,1.42,0,0,0,
1,G06,Background,1.42,0,0,0,
1,G07,Background,1.42,0,0,0,
1,G08,Background,1.42,0,0,0,
1,G09,Background,1.42,0,0,0,
1,G10,Background,1.42,0,0,0,
1,G11,Background,1.42,0,0,0,
1,G12,Background,1.42,0,0,0,
1,H01,Background,1.42,0,0,0,
1,H02,Background,1.42,0,0,0,
1,H03,Background,1.42,0,0,0,
1,H04,Background,1.42,0,0,0,
1,H05,Background,1.42,0,0,0,
1,H06,Background,1.42,0,0,0,
1,H07,Background,1.42,0,0,0,
1,H08,Background,1.42,0,0,0,
1,H09,Background,1.42,0,0,0,
1,H10,Background,1.42,0,0,0,
1,H11,Background,1.42,0,0,0,
1,H12,Background,1.42,0,0,0,
2,A01,Background,8.21,0,0,0,
2,A02,Background,8.21,0,0,0,
2,A03,Background,8.21,0,0,0,
2,A04,Background,8.21,0,0,0,
2,A05,Background,8.21,0,0,0,
2,A06,Background,8.21,0,0,0,
2,A07,Background,8.21,0,0,0,
2,A08,Background,8.21,0,0,0,
2,A09,Background,8.21,0,0,0,
2,A10,Background,8.21,0,0,0,
2,A11,Background,8.21,0,0,0,
2,A12,Background,8.21,0,0,0,
2,B01,Background,8.21,0,0,0,
2,B02,T2D_T40,8.21,92.24,137,243.64,2.019230769
2,B03,T2D_TB40,8.21,118.26,134.89,239.89,1.845454527
2,B04,T2D_TB40-B,8.21,100.71,99.69,177.28,1.873239437
2,B05,Background,8.21,0,0,0,
2,B06,Background,8.21,0,0,0,
2,B07,Background,8.21,0,0,0,
2,B08,Background,8.21,0,0,0,
2,B09,Background,8.21,0,0,0,
2,B10,Background,8.21,0,0,0,
2,B11,Background,8.21,0,0,0,
2,B12,Background,8.21,0,0,0,
2,C01,Background,8.21,0,0,0,
2,C02,T2D_T40,8.21,58.08,96.44,171.5,2.019230769
2,C03,T2D_TB40,8.21,123.78,126.66,225.25,1.845454527
2,C04,T2D_TB40-B,8.21,8.16,73.02,129.85,1.873239437
2,C05,Background,8.21,0,0,0,
2,C06,Background,8.21,0,0,0,
2,C07,Background,8.21,0,0,0,
2,C08,Background,8.21,0,0,0,
2,C09,Background,8.21,0,0,0,
2,C10,Background,8.21,0,0,0,
2,C11,Background,8.21,0,0,0,
2,C12,Background,8.21,0,0,0,
2,D01,Background,8.21,0,0,0,
2,D02,T2D_T40,8.21,109.34,121.82,216.65,2.019230769
2,D03,Background,8.21,0,0,0,
2,D04,Background,8.21,0,0,0,
2,D05,Background,8.21,0,0,0,
2,D06,Background,8.21,0,0,0,
2,D07,Background,8.21,0,0,0,
2,D08,Background,8.21,0,0,0,
2,D09,Background,8.21,0,0,0,
2,D10,Background,8.21,0,0,0,
2,D11,Background,8.21,0,0,0,
2,D12,Background,8.21,0,0,0,
2,E01,Background,8.21,0,0,0,
2,E02,Background,8.21,0,0,0,
2,E03,Background,8.21,0,0,0,
2,E04,Background,8.21,0,0,0,
2,E05,Background,8.21,0,0,0,
2,E06,Background,8.21,0,0,0,
2,E07,Background,8.21,0,0,0,
2,E08,Background,8.21,0,0,0,
2,E09,Background,8.21,0,0,0,
2,E10,Background,8.21,0,0,0,
2,E11,Background,8.21,0,0,0,
2,E12,Background,8.21,0,0,0,
2,F01,Background,8.21,0,0,0,
2,F02,Background,8.21,0,0,0,
2,F03,Background,8.21,0,0,0,
2,F04,Background,8.21,0,0,0,
2,F05,Background,8.21,0,0,0,
2,F06,Background,8.21,0,0,0,
2,F07,Background,8.21,0,0,0,
2,F08,Background,8.21,0,0,0,
2,F09,Background,8.21,0,0,0,
2,F10,Background,8.21,0,0,0,
2,F11,Background,8.21,0,0,0,
2,F12,Background,8.21,0,0,0,
2,G01,Background,8.21,0,0,0,
2,G02,Background,8.21,0,0,0,
2,G03,Background,8.21,0,0,0,
2,G04,Background,8.21,0,0,0,
2,G05,Background,8.21,0,0,0,
2,G06,Background,8.21,0,0,0,
2,G07,Background,8.21,0,0,0,
2,G08,Background,8.21,0,0,0,
2,G09,Background,8.21,0,0,0,
2,G10,Background,8.21,0,0,0,
2,G11,Background,8.21,0,0,0,
2,G12,Background,8.21,0,0,0,
2,H01,Background,8.21,0,0,0,
2,H02,Background,8.21,0,0,0,
2,H03,Background,8.21,0,0,0,
2,H04,Background,8.21,0,0,0,
2,H05,Background,8.21,0,0,0,
2,H06,Background,8.21,0,0,0,
2,H07,Background,8.21,0,0,0,
2,H08,Background,8.21,0,0,0,
2,H09,Background,8.21,0,0,0,
2,H10,Background,8.21,0,0,0,
2,H11,Background,8.21,0,0,0,
2,H12,Background,8.21,0,0,0,
3,A01,Background,14.97,0,0,0,
3,A02,Background,14.97,0,0,0,
3,A03,Background,14.97,0,0,0,
3,A04,Background,14.97,0,0,0,
3,A05,Background,14.97,0,0,0,
3,A06,Background,14.97,0,0,0,
3,A07,Background,14.97,0,0,0,
3,A08,Background,14.97,0,0,0,
3,A09,Background,14.97,0,0,0,
3,A10,Background,14.97,0,0,0,
3,A11,Background,14.97,0,0,0,
3,A12,Background,14.97,0,0,0,
3,B01,Background,14.97,0,0,0,
3,B02,T2D_T40,14.97,84.37,137.5,244.53,2.019230769
3,B03,T2D_TB40,14.97,113.21,148.94,264.87,1.845454527
3,B04,T2D_TB40-B,14.97,97.02,108.06,192.17,1.873239437
3,B05,Background,14.97,0,0,0,
3,B06,Background,14.97,0,0,0,
3,B07,Background,14.97,0,0,0,
3,B08,Background,14.97,0,0,0,
3,B09,Background,14.97,0,0,0,
3,B10,Background,14.97,0,0,0,
3,B11,Background,14.97,0,0,0,
3,B12,Background,14.97,0,0,0,
3,C01,Background,14.97,0,0,0,
3,C02,T2D_T40,14.97,51.32,102.71,182.66,2.019230769
3,C03,T2D_TB40,14.97,118.23,136.9,243.46,1.845454527
3,C04,T2D_TB40-B,14.97,5.84,76.16,135.45,1.873239437
3,C05,Background,14.97,0,0,0,
3,C06,Background,14.97,0,0,0,
3,C07,Background,14.97,0,0,0,
3,C08,Background,14.97,0,0,0,
3,C09,Background,14.97,0,0,0,
3,C10,Background,14.97,0,0,0,
3,C11,Background,14.97,0,0,0,
3,C12,Background,14.97,0,0,0,
3,D01,Background,14.97,0,0,0,
3,D02,T2D_T40,14.97,102.64,135.44,240.87,2.019230769
3,D03,Background,14.97,0,0,0,
3,D04,Background,14.97,0,0,0,
3,D05,Background,14.97,0,0,0,
3,D06,Background,14.97,0,0,0,
3,D07,Background,14.97,0,0,0,
3,D08,Background,14.97,0,0,0,
3,D09,Background,14.97,0,0,0,
3,D10,Background,14.97,0,0,0,
3,D11,Background,14.97,0,0,0,
3,D12,Background,14.97,0,0,0,
3,E01,Background,14.97,0,0,0,
3,E02,Background,14.97,0,0,0,
3,E03,Background,14.97,0,0,0,
3,E04,Background,14.97,0,0,0,
3,E05,Background,14.97,0,0,0,
3,E06,Background,14.97,0,0,0,
3,E07,Background,14.97,0,0,0,
3,E08,Background,14.97,0,0,0,
3,E09,Background,14.97,0,0,0,
3,E10,Background,14.97,0,0,0,
3,E11,Background,14.97,0,0,0,
3,E12,Background,14.97,0,0,0,
3,F01,Background,14.97,0,0,0,
3,F02,Background,14.97,0,0,0,
3,F03,Background,14.97,0,0,0,
3,F04,Background,14.97,0,0,0,
3,F05,Background,14.97,0,0,0,
3,F06,Background,14.97,0,0,0,
3,F07,Background,14.97,0,0,0,
3,F08,Background,14.97,0,0,0,
3,F09,Background,14.97,0,0,0,
3,F10,Background,14.97,0,0,0,
3,F11,Background,14.97,0,0,0,
3,F12,Background,14.97,0,0,0,
3,G01,Background,14.97,0,0,0,
3,G02,Background,14.97,0,0,0,
3,G03,Background,14.97,0,0,0,
3,G04,Background,14.97,0,0,0,
3,G05,Background,14.97,0,0,0,
3,G06,Background,14.97,0,0,0,
3,G07,Background,14.97,0,0,0,
3,G08,Background,14.97,0,0,0,
3,G09,Background,14.97,0,0,0,
3,G10,Background,14.97,0,0,0,
3,G11,Background,14.97,0,0,0,
3,G12,Background,14.97,0,0,0,
3,H01,Background,14.97,0,0,0,
3,H02,Background,14.97,0,0,0,
3,H03,Background,14.97,0,0,0,
3,H04,Background,14.97,0,0,0,
3,H05,Background,14.97,0,0,0,
3,H06,Background,14.97,0,0,0,
3,H07,Background,14.97,0,0,0,
3,H08,Background,14.97,0,0,0,
3,H09,Background,14.97,0,0,0,
3,H10,Background,14.97,0,0,0,
3,H11,Background,14.97,0,0,0,
3,H12,Background,14.97,0,0,0,
4,A01,Background,21.73,0,0,0,
4,A02,Background,21.73,0,0,0,
4,A03,Background,21.73,0,0,0,
4,A04,Background,21.73,0,0,0,
4,A05,Background,21.73,0,0,0,
4,A06,Background,21.73,0,0,0,
4,A07,Background,21.73,0,0,0,
4,A08,Background,21.73,0,0,0,
4,A09,Background,21.73,0,0,0,
4,A10,Background,21.73,0,0,0,
4,A11,Background,21.73,0,0,0,
4,A12,Background,21.73,0,0,0,
4,B01,Background,21.73,0,0,0,
4,B02,T2D_T40,21.73,88.25,144.16,256.38,2.019230769
4,B03,T2D_TB40,21.73,119.84,148.32,263.77,1.845454527
4,B04,T2D_TB40-B,21.73,98.48,108.46,192.89,1.873239437
4,B05,Background,21.73,0,0,0,
4,B06,Background,21.73,0,0,0,
4,B07,Background,21.73,0,0,0,
4,B08,Background,21.73,0,0,0,
4,B09,Background,21.73,0,0,0,
4,B10,Background,21.73,0,0,0,
4,B11,Background,21.73,0,0,0,
4,B12,Background,21.73,0,0,0,
4,C01,Background,21.73,0,0,0,
4,C02,T2D_T40,21.73,52.18,105.5,187.62,2.019230769
4,C03,T2D_TB40,21.73,119.14,136.88,243.42,1.845454527
4,C04,T2D_TB40-B,21.73,5.47,79.09,140.66,1.873239437
4,C05,Background,21.73,0,0,0,
4,C06,Background,21.73,0,0,0,
4,C07,Background,21.73,0,0,0,
4,C08,Background,21.73,0,0,0,
4,C09,Background,21.73,0,0,0,
4,C10,Background,21.73,0,0,0,
4,C11,Background,21.73,0,0,0,
4,C12,Background,21.73,0,0,0,
4,D01,Background,21.73,0,0,0,
4,D02,T2D_T40,21.73,103.38,140.11,249.17,2.019230769
4,D03,Background,21.73,0,0,0,
4,D04,Background,21.73,0,0,0,
4,D05,Background,21.73,0,0,0,
4,D06,Background,21.73,0,0,0,
4,D07,Background,21.73,0,0,0,
4,D08,Background,21.73,0,0,0,
4,D09,Background,21.73,0,0,0,
4,D10,Background,21.73,0,0,0,
4,D11,Background,21.73,0,0,0,
4,D12,Background,21.73,0,0,0,
4,E01,Background,21.73,0,0,0,
4,E02,Background,21.73,0,0,0,
4,E03,Background,21.73,0,0,0,
4,E04,Background,21.73,0,0,0,
4,E05,Background,21.73,0,0,0,
4,E06,Background,21.73,0,0,0,
4,E07,Background,21.73,0,0,0,
4,E08,Background,21.73,0,0,0,
4,E09,Background,21.73,0,0,0,
