Measurement,Well,Group,Time,OCR,ECAR,PPR,Cell Number
1,A01,Background,1.42,0,0,0,
1,A02,Background,1.42,0,0,0,
1,A03,Background,1.42,0,0,0,
1,A04,Background,1.42,0,0,0,
1,A05,Background,1.42,0,0,0,
1,A06,Background,1.42,0,0,0,
1,A07,Background,1.42,0,0,0,
1,A08,Background,1.42,0,0,0,
1,A09,Background,1.42,0,0,0,
1,A10,Background,1.42,0,0,0,
1,A11,Background,1.42,0,0,0,
1,A12,Background,1.42,0,0,0,
1,B01,Background,1.42,0,0,0,
1,B02,T2D_T40,1.42,117.88,69.23,123.11,1.1
1,B03,T2D_TB40,1.42,81.71,78.65,139.87,1.877272709
1,B04,T2D_TB40 lean,1.42,108.84,80.9,143.87,1.318181805
1,B05,L_T40,1.42,1.95,3.51,6.24,0.5
1,B06,L_TB40,1.42,179.06,93.75,166.72,1.72727271
1,B07,L_TB40 T2D,1.42,220.93,102.95,183.08,1.3
1,B08,Background,1.42,0,0,0,
1,B09,Background,1.42,0,0,0,
1,B10,Background,1.42,0,0,0,
1,B11,Background,1.42,0,0,0,
1,B12,Background,1.42,0,0,0,
1,C01,Background,1.42,0,0,0,
1,C02,Background,1.42,0,0,0,
1,C03,T2D_TB40,1.42,103.52,76.77,136.53,1.877272709
1,C04,T2D_TB40 lean,1.42,126.1,93.09,165.56,1.318181805
1,C05,Background,1.42,0,0,0,
1,C06,L_TB40,1.42,125.23,75.29,133.9,1.9
1,C07,Background,1.42,0,0,0,
1,C08,Background,1.42,0,0,0,
1,C09,Background,1.42,0,0,0,
1,C10,Background,1.42,0,0,0,
1,C11,Background,1.42,0,0,0,
1,C12,Background,1.42,0,0,0,
1,D01,Background,1.42,0,0,0,
1,D02,T2D_T40,1.42,-43.09,6.97,12.4,0.6
1,D03,T2D_TB40,1.42,70.35,54.52,96.96,1.99999998
1,D04,T2D_TB40 lean,1.42,16.39,31.74,56.44,1.27272726
1,D05,Background,1.42,0,0,0,
1,D06,L_TB40,1.42,160.17,80.02,142.31,1.9
1,D07,Background,1.42,0,0,0,
1,D08,Background,1.42,0,0,0,
1,D09,Background,1.42,0,0,0,
1,D10,Background,1.42,0,0,0,
1,D11,Background,1.42,0,0,0,
1,D12,Background,1.42,0,0,0,
1,E01,Background,1.42,0,0,0,
1,E02,Background,1.42,0,0,0,
1,E03,Background,1.42,0,0,0,
1,E04,Background,1.42,0,0,0,
1,E05,L_T40,1.42,71.08,43.22,76.87,1.2
1,E06,L_TB40,1.42,149.87,102.08,181.54,1.845454527
1,E07,L_TB40 T2D,1.42,-39.4,13.17,23.42,0.99999999
1,E08,Background,1.42,0,0,0,
1,E09,Background,1.42,0,0,0,
1,E10,Background,1.42,0,0,0,
1,E11,Background,1.42,0,0,0,
1,E12,Background,1.42,0,0,0,
1,F01,Background,1.42,0,0,0,
1,F02,T2D_TB40-B,1.42,101.72,59.35,105.54,2.208
1,F03,T2D_TB40-B,1.42,74.42,39.17,69.65,1.62
1,F04,Background,1.42,0,0,0,
1,F05,Background,1.42,0,0,0,
1,F06,Background,1.42,0,0,0,
1,F07,Background,1.42,0,0,0,
1,F08,Background,1.42,0,0,0,
1,F09,Background,1.42,0,0,0,
1,F10,Background,1.42,0,0,0,
1,F11,Background,1.42,0,0,0,
1,F12,Background,1.42,0,0,0,
1,G01,Background,1.42,0,0,0,
1,G02,T2D_TB40-B,1.42,66.51,52.21,92.85,2.208
1,G03,T2D_TB40-B,1.42,34,34.28,60.96,1.62
1,G04,Background,1.42,0,0,0,
1,G05,Background,1.42,0,0,0,
1,G06,Background,1.42,0,0,0,
1,G07,Background,1.42,0,0,0,
1,G08,Background,1.42,0,0,0,
1,G09,Background,1.42,0,0,0,
1,G10,Background,1.42,0,0,0,
1,G11,Background,1.42,0,0,0,
1,G12,Background,1.42,0,0,0,
1,H01,Background,1.42,0,0,0,
1,H02,Background,1.42,0,0,0,
1,H03,Background,1.42,0,0,0,
1,H04,Background,1.42,0,0,0,
1,H05,Background,1.42,0,0,0,
1,H06,Background,1.42,0,0,0,
1,H07,Background,1.42,0,0,0,
1,H08,Background,1.42,0,0,0,
1,H09,Background,1.42,0,0,0,
1,H10,Background,1.42,0,0,0,
1,H11,Background,1.42,0,0,0,
1,H12,Background,1.42,0,0,0,
2,A01,Background,8.17,0,0,0,
2,A02,Background,8.17,0,0,0,
2,A03,Background,8.17,0,0,0,
2,A04,Background,8.17,0,0,0,
2,A05,Background,8.17,0,0,0,
2,A06,Background,8.17,0,0,0,
2,A07,Background,8.17,0,0,0,
2,A08,Background,8.17,0,0,0,
2,A09,Background,8.17,0,0,0,
2,A10,Background,8.17,0,0,0,
2,A11,Background,8.17,0,0,0,
2,A12,Background,8.17,0,0,0,
2,B01,Background,8.17,0,0,0,
2,B02,T2D_T40,8.17,116.14,69.97,124.43,1.1
2,B03,T2D_TB40,8.17,79.04,78.64,139.85,1.877272709
2,B04,T2D_TB40 lean,8.17,104.01,83.41,148.34,1.318181805
2,B05,L_T40,8.17,-2.36,3.69,6.56,0.5
2,B06,L_TB40,8.17,174.67,91.77,163.21,1.72727271
2,B07,L_TB40 T2D,8.17,213.6,99.67,177.25,1.3
2,B08,Background,8.17,0,0,0,
2,B09,Background,8.17,0,0,0,
2,B10,Background,8.17,0,0,0,
2,B11,Background,8.17,0,0,0,
2,B12,Background,8.17,0,0,0,
2,C01,Background,8.17,0,0,0,
2,C02,Background,8.17,0,0,0,
2,C03,T2D_TB40,8.17,100.14,79.35,141.11,1.877272709
2,C04,T2D_TB40 lean,8.17,122.79,95.73,170.25,1.318181805
2,C05,Background,8.17,0,0,0,
2,C06,L_TB40,8.17,120.31,75.39,134.07,1.9
2,C07,Background,8.17,0,0,0,
2,C08,Background,8.17,0,0,0,
2,C09,Background,8.17,0,0,0,
2,C10,Background,8.17,0,0,0,
2,C11,Background,8.17,0,0,0,
2,C12,Background,8.17,0,0,0,
2,D01,Background,8.17,0,0,0,
2,D02,T2D_T40,8.17,-46.29,7.19,12.79,0.6
2,D03,T2D_TB40,8.17,69.06,56.1,99.76,1.99999998
2,D04,T2D_TB40 lean,8.17,15.07,31.87,56.68,1.27272726
2,D05,Background,8.17,0,0,0,
2,D06,L_TB40,8.17,152.8,78.59,139.77,1.9
2,D07,Background,8.17,0,0,0,
2,D08,Background,8.17,0,0,0,
2,D09,Background,8.17,0,0,0,
2,D10,Background,8.17,0,0,0,
2,D11,Background,8.17,0,0,0,
2,D12,Background,8.17,0,0,0,
2,E01,Background,8.17,0,0,0,
2,E02,Background,8.17,0,0,0,
2,E03,Background,8.17,0,0,0,
2,E04,Background,8.17,0,0,0,
2,E05,L_T40,8.17,66.4,43.94,78.15,1.2
2,E06,L_TB40,8.17,145.57,103.66,184.36,1.845454527
2,E07,L_TB40 T2D,8.17,-42.16,13.21,23.49,0.99999999
2,E08,Background,8.17,0,0,0,
2,E09,Background,8.17,0,0,0,
2,E10,Background,8.17,0,0,0,
2,E11,Background,8.17,0,0,0,
2,E12,Background,8.17,0,0,0,
2,F01,Background,8.17,0,0,0,
2,F02,T2D_TB40-B,8.17,100.14,58.96,104.86,2.208
2,F03,T2D_TB40-B,8.17,73.87,39.87,70.91,1.62
2,F04,Background,8.17,0,0,0,
2,F05,Background,8.17,0,0,0,
2,F06,Background,8.17,0,0,0,
2,F07,Background,8.17,0,0,0,
2,F08,Background,8.17,0,0,0,
2,F09,Background,8.17,0,0,0,
2,F10,Background,8.17,0,0,0,
2,F11,Background,8.17,0,0,0,
2,F12,Background,8.17,0,0,0,
2,G01,Background,8.17,0,0,0,
2,G02,T2D_TB40-B,8.17,65.66,51.94,92.37,2.208
2,G03,T2D_TB40-B,8.17,33.14,35.56,63.25,1.62
2,G04,Background,8.17,0,0,0,
2,G05,Background,8.17,0,0,0,
2,G06,Background,8.17,0,0,0,
2,G07,Background,8.17,0,0,0,
2,G08,Background,8.17,0,0,0,
2,G09,Background,8.17,0,0,0,
2,G10,Background,8.17,0,0,0,
2,G11,Background,8.17,0,0,0,
2,G12,Background,8.17,0,0,0,
2,H01,Background,8.17,0,0,0,
2,H02,Background,8.17,0,0,0,
2,H03,Background,8.17,0,0,0,
2,H04,Background,8.17,0,0,0,
2,H05,Background,8.17,0,0,0,
2,H06,Background,8.17,0,0,0,
2,H07,Background,8.17,0,0,0,
2,H08,Background,8.17,0,0,0,
2,H09,Background,8.17,0,0,0,
2,H10,Background,8.17,0,0,0,
2,H11,Background,8.17,0,0,0,
2,H12,Background,8.17,0,0,0,
3,A01,Background,14.94,0,0,0,
3,A02,Background,14.94,0,0,0,
3,A03,Background,14.94,0,0,0,
3,A04,Background,14.94,0,0,0,
3,A05,Background,14.94,0,0,0,
3,A06,Background,14.94,0,0,0,
3,A07,Background,14.94,0,0,0,
3,A08,Background,14.94,0,0,0,
3,A09,Background,14.94,0,0,0,
3,A10,Background,14.94,0,0,0,
3,A11,Background,14.94,0,0,0,
3,A12,Background,14.94,0,0,0,
3,B01,Background,14.94,0,0,0,
3,B02,T2D_T40,14.94,118.12,70.22,124.88,1.1
3,B03,T2D_TB40,14.94,83.16,78.42,139.47,1.877272709
3,B04,T2D_TB40 lean,14.94,107.41,83.16,147.89,1.318181805
3,B05,L_T40,14.94,-1.73,3.65,6.5,0.5
3,B06,L_TB40,14.94,176.01,90.71,161.32,1.72727271
3,B07,L_TB40 T2D,14.94,215.23,98.28,174.78,1.3
3,B08,Background,14.94,0,0,0,
3,B09,Background,14.94,0,0,0,
3,B10,Background,14.94,0,0,0,
3,B11,Background,14.94,0,0,0,
3,B12,Background,14.94,0,0,0,
3,C01,Background,14.94,0,0,0,
3,C02,Background,14.94,0,0,0,
3,C03,T2D_TB40,14.94,102.47,79.37,141.15,1.877272709
3,C04,T2D_TB40 lean,14.94,125.84,95.85,170.46,1.318181805
3,C05,Background,14.94,0,0,0,
3,C06,L_TB40,14.94,122.1,75.35,134.01,1.9
3,C07,Background,14.94,0,0,0,
3,C08,Background,14.94,0,0,0,
3,C09,Background,14.94,0,0,0,
3,C10,Background,14.94,0,0,0,
3,C11,Background,14.94,0,0,0,
3,C12,Background,14.94,0,0,0,
3,D01,Background,14.94,0,0,0,
3,D02,T2D_T40,14.94,-47.03,7.08,12.58,0.6
3,D03,T2D_TB40,14.94,70.69,56.36,100.23,1.99999998
3,D04,T2D_TB40 lean,14.94,20.02,32.3,57.45,1.27272726
3,D05,Background,14.94,0,0,0,
3,D06,L_TB40,14.94,137.36,76.77,136.54,1.9
3,D07,Background,14.94,0,0,0,
3,D08,Background,14.94,0,0,0,
3,D09,Background,14.94,0,0,0,
3,D10,Background,14.94,0,0,0,
3,D11,Background,14.94,0,0,0,
3,D12,Background,14.94,0,0,0,
3,E01,Background,14.94,0,0,0,
3,E02,Background,14.94,0,0,0,
3,E03,Background,14.94,0,0,0,
3,E04,Background,14.94,0,0,0,
3,E05,L_T40,14.94,66.64,44.26,78.71,1.2
3,E06,L_TB40,14.94,145.74,104.21,185.32,1.845454527
3,E07,L_TB40 T2D,14.94,-44.43,13.42,23.87,0.99999999
3,E08,Background,14.94,0,0,0,
3,E09,Background,14.94,0,0,0,
3,E10,Background,14.94,0,0,0,
3,E11,Background,14.94,0,0,0,
3,E12,Background,14.94,0,0,0,
3,F01,Background,14.94,0,0,0,
3,F02,T2D_TB40-B,14.94,103.52,57.79,102.77,2.208
3,F03,T2D_TB40-B,14.94,77.5,39.42,70.11,1.62
3,F04,Background,14.94,0,0,0,
3,F05,Background,14.94,0,0,0,
3,F06,Background,14.94,0,0,0,
3,F07,Background,14.94,0,0,0,
3,F08,Background,14.94,0,0,0,
3,F09,Background,14.94,0,0,0,
3,F10,Background,14.94,0,0,0,
3,F11,Background,14.94,0,0,0,
3,F12,Background,14.94,0,0,0,
3,G01,Background,14.94,0,0,0,
3,G02,T2D_TB40-B,14.94,66.98,50.37,89.58,2.208
3,G03,T2D_TB40-B,14.94,34.54,35.02,62.29,1.62
3,G04,Background,14.94,0,0,0,
3,G05,Background,14.94,0,0,0,
3,G06,Background,14.94,0,0,0,
3,G07,Background,14.94,0,0,0,
3,G08,Background,14.94,0,0,0,
3,G09,Background,14.94,0,0,0,
3,G10,Background,14.94,0,0,0,
3,G11,Background,14.94,0,0,0,
3,G12,Background,14.94,0,0,0,
3,H01,Background,14.94,0,0,0,
3,H02,Background,14.94,0,0,0,
3,H03,Background,14.94,0,0,0,
3,H04,Background,14.94,0,0,0,
3,H05,Background,14.94,0,0,0,
3,H06,Background,14.94,0,0,0,
3,H07,Background,14.94,0,0,0,
3,H08,Background,14.94,0,0,0,
3,H09,Background,14.94,0,0,0,
3,H10,Background,14.94,0,0,0,
3,H11,Background,14.94,0,0,0,
3,H12,Background,14.94,0,0,0,
4,A01,Background,21.71,0,0,0,
4,A02,Background,21.71,0,0,0,
4,A03,Background,21.71,0,0,0,
4,A04,Background,21.71,0,0,0,
4,A05,Background,21.71,0,0,0,
4,A06,Background,21.71,0,0,0,
4,A07,Background,21.71,0,0,0,
4,A08,Background,21.71,0,0,0,
4,A09,Background,21.71,0,0,0,
4,A10,Background,21.71,0,0,0,
4,A11,Background,21.71,0,0,0,
4,A12,Background,21.71,0,0,0,
4,B01,Background,21.71,0,0,0,
4,B02,T2D_T40,21.71,119.8,70.11,124.68,1.1
4,B03,T2D_TB40,21.71,83.9,78.21,139.09,1.877272709
4,B04,T2D_TB40 lean,21.71,111.23,82.38,146.5,1.318181805
4,B05,L_T40,21.71,-2.15,3.67,6.53,0.5
4,B06,L_TB40,21.71,177.63,89.99,160.03,1.72727271
4,B07,L_TB40 T2D,21.71,219.34,96.4,171.44,1.3
4,B08,Background,21.71,0,0,0,
4,B09,Background,21.71,0,0,0,
4,B10,Background,21.71,0,0,0,
4,B11,Background,21.71,0,0,0,
4,B12,Background,21.71,0,0,0,
4,C01,Background,21.71,0,0,0,
4,C02,Background,21.71,0,0,0,
